f,gain,phase
5.19140265976548e+01,4.20269529963232e+01,-4.38720978569024e+01
5.20335810963510e+01,4.20244800983434e+01,-4.39846676740728e+01
5.21534109209870e+01,4.20219872333644e+01,-4.40975252395798e+01
5.22735167056197e+01,4.20194742457763e+01,-4.42106711846526e+01
5.23938990857665e+01,4.20169409789203e+01,-4.43241061384669e+01
5.25145586984081e+01,4.20143872750802e+01,-4.44378307282792e+01
5.26354961819923e+01,4.20118129754587e+01,-4.45518455790704e+01
5.27567121764370e+01,4.20092179202085e+01,-4.46661513138006e+01
5.28782073231341e+01,4.20066019484070e+01,-4.47807485531973e+01
5.29999822649522e+01,4.20039648980536e+01,-4.48956379156482e+01
5.31220376462406e+01,4.20013066060666e+01,-4.50108200172955e+01
5.32443741128326e+01,4.19986269082865e+01,-4.51262954718488e+01
5.33669923120485e+01,4.19959256394629e+01,-4.52420648905956e+01
5.34898928926997e+01,4.19932026332482e+01,-4.53581288822187e+01
5.36130765050915e+01,4.19904577222135e+01,-4.54744880529371e+01
5.37365438010269e+01,4.19876907378170e+01,-4.55911430063150e+01
5.38602954338099e+01,4.19849015104239e+01,-4.57080943431259e+01
5.39843320582491e+01,4.19820898692915e+01,-4.58253426615353e+01
5.41086543306610e+01,4.19792556425592e+01,-4.59428885567038e+01
5.42332629088737e+01,4.19763986572678e+01,-4.60607326210846e+01
5.43581584522301e+01,4.19735187393274e+01,-4.61788754439992e+01
5.44833416215915e+01,4.19706157135381e+01,-4.62973176118593e+01
5.46088130793412e+01,4.19676894035674e+01,-4.64160597079201e+01
5.47345734893879e+01,4.19647396319621e+01,-4.65351023123282e+01
5.48606235171693e+01,4.19617662201416e+01,-4.66544460019746e+01
5.49869638296553e+01,4.19587689883833e+01,-4.67740913504814e+01
5.51135950953522e+01,4.19557477558332e+01,-4.68940389280221e+01
5.52405179843055e+01,4.19527023404994e+01,-4.70142893014375e+01
5.53677331681038e+01,4.19496325592481e+01,-4.71348430339776e+01
5.54952413198826e+01,4.19465382277904e+01,-4.72557006853666e+01
5.56230431143272e+01,4.19434191607070e+01,-4.73768628116969e+01
5.57511392276769e+01,4.19402751714095e+01,-4.74983299652067e+01
5.58795303377282e+01,4.19371060721670e+01,-4.76201026944736e+01
5.60082171238388e+01,4.19339116740937e+01,-4.77421815441744e+01
5.61372002669304e+01,4.19306917871415e+01,-4.78645670550318e+01
5.62664804494934e+01,4.19274462200929e+01,-4.79872597636136e+01
5.63960583555895e+01,4.19241747805883e+01,-4.81102602026442e+01
5.65259346708559e+01,4.19208772750821e+01,-4.82335689004176e+01
5.66561100825088e+01,4.19175535088691e+01,-4.83571863810922e+01
5.67865852793470e+01,4.19142032860803e+01,-4.84811131645468e+01
5.69173609517555e+01,4.19108264096608e+01,-4.86053497660809e+01
5.70484377917094e+01,4.19074226813973e+01,-4.87298966966627e+01
5.71798164927770e+01,4.19039919018883e+01,-4.88547544626020e+01
5.73114977501242e+01,4.19005338705683e+01,-4.89799235655693e+01
5.74434822605177e+01,4.18970483856791e+01,-4.91054045025316e+01
5.75757707223288e+01,4.18935352442922e+01,-4.92311977655315e+01
5.77083638355370e+01,4.18899942422939e+01,-4.93573038418515e+01
5.78412623017340e+01,4.18864251743884e+01,-4.94837232136662e+01
5.79744668241270e+01,4.18828278340958e+01,-4.96104563581878e+01
5.81079781075429e+01,4.18792020137515e+01,-4.97375037473543e+01
5.82417968584316e+01,4.18755475045021e+01,-4.98648658479305e+01
5.83759237848699e+01,4.18718640963094e+01,-4.99925431213708e+01
5.85103595965652e+01,4.18681515779502e+01,-5.01205360236575e+01
5.86451050048595e+01,4.18644097370099e+01,-5.02488450053507e+01
5.87801607227329e+01,4.18606383598844e+01,-5.03774705113027e+01
5.89155274648074e+01,4.18568372317797e+01,-5.05064129807057e+01
5.90512059473506e+01,4.18530061367177e+01,-5.06356728471470e+01
5.91871968882799e+01,4.18491448575279e+01,-5.07652505381274e+01
5.93235010071658e+01,4.18452531758472e+01,-5.08951464753218e+01
5.94601190252361e+01,4.18413308721263e+01,-5.10253610743310e+01
5.95970516653792e+01,4.18373777256280e+01,-5.11558947446377e+01
5.97342996521488e+01,4.18333935144215e+01,-5.12867478894435e+01
5.98718637117666e+01,4.18293780153962e+01,-5.14179209057035e+01
6.00097445721273e+01,4.18253310042374e+01,-5.15494141838426e+01
6.01479429628014e+01,4.18212522554699e+01,-5.16812281079362e+01
6.02864596150399e+01,4.18171415424074e+01,-5.18133630553096e+01
6.04252952617776e+01,4.18129986371886e+01,-5.19458193966235e+01
6.05644506376375e+01,4.18088233107786e+01,-5.20785974958025e+01
6.07039264789339e+01,4.18046153329411e+01,-5.22116977097934e+01
6.08437235236773e+01,4.18003744722744e+01,-5.23451203886051e+01
6.09838425115775e+01,4.17961004961899e+01,-5.24788658751079e+01
6.11242841840478e+01,4.17917931709276e+01,-5.26129345050212e+01
6.12650492842090e+01,4.17874522615499e+01,-5.27473266067756e+01
6.14061385568932e+01,4.17830775319441e+01,-5.28820425013494e+01
6.15475527486479e+01,4.17786687448289e+01,-5.30170825023069e+01
6.16892926077398e+01,4.17742256617608e+01,-5.31524469155946e+01
6.18313588841588e+01,4.17697480431214e+01,-5.32881360394342e+01
6.19737523296219e+01,4.17652356481353e+01,-5.34241501643438e+01
6.21164736975773e+01,4.17606882348646e+01,-5.35604895728218e+01
6.22595237432085e+01,4.17561055602163e+01,-5.36971545394374e+01
6.24029032234378e+01,4.17514873799491e+01,-5.38341453306461e+01
6.25466128969311e+01,4.17468334486669e+01,-5.39714622047786e+01
6.26906535241010e+01,4.17421435198257e+01,-5.41091054116564e+01
6.28350258671115e+01,4.17374173457487e+01,-5.42470751929020e+01
6.29797306898818e+01,4.17326546776127e+01,-5.43853717814449e+01
6.31247687580904e+01,4.17278552654639e+01,-5.45239954017089e+01
6.32701408391789e+01,4.17230188582184e+01,-5.46629462693188e+01
6.34158477023566e+01,4.17181452036739e+01,-5.48022245911217e+01
6.35618901186040e+01,4.17132340485031e+01,-5.49418305649005e+01
6.37082688606771e+01,4.17082851382636e+01,-5.50817643795544e+01
6.38549847031116e+01,4.17032982174048e+01,-5.52220262146700e+01
6.40020384222269e+01,4.16982730292758e+01,-5.53626162406484e+01
6.41494307961302e+01,4.16932093161228e+01,-5.55035346184885e+01
6.42971626047206e+01,4.16881068191010e+01,-5.56447814997124e+01
6.44452346296932e+01,4.16829652782784e+01,-5.57863570262669e+01
6.45936476545434e+01,4.16777844326503e+01,-5.59282613303711e+01
6.47424024645710e+01,4.16725640201276e+01,-5.60704945343656e+01
6.48914998468841e+01,4.16673037775630e+01,-5.62130567508610e+01
6.50409405904035e+01,4.16620034407416e+01,-5.63559480822062e+01
6.51907254858670e+01,4.16566627444043e+01,-5.64991686208011e+01
6.53408553258332e+01,4.16512814222401e+01,-5.66427184486499e+01
6.54913309046860e+01,4.16458592069013e+01,-5.67865976375088e+01
6.56421530186388e+01,4.16403958300157e+01,-5.69308062485383e+01
6.57933224657384e+01,4.16348910221754e+01,-5.70753443324298e+01
6.59448400458698e+01,4.16293445129752e+01,-5.72202119291131e+01
6.60967065607596e+01,4.16237560309962e+01,-5.73654090677572e+01
6.62489228139813e+01,4.16181253038216e+01,-5.75109357665405e+01
6.64014896109584e+01,4.16124520580513e+01,-5.76567920327000e+01
6.65544077589697e+01,4.16067360193009e+01,-5.78029778623003e+01
6.67076780671528e+01,4.16009769122232e+01,-5.79494932400889e+01
6.68613013465088e+01,4.15951744605080e+01,-5.80963381395402e+01
6.70152784099066e+01,4.15893283868964e+01,-5.82435125225990e+01
6.71696100720868e+01,4.15834384131917e+01,-5.83910163396886e+01
6.73242971496666e+01,4.15775042602607e+01,-5.85388495294272e+01
6.74793404611436e+01,4.15715256480638e+01,-5.86870120187012e+01
6.76347408269004e+01,4.15655022956437e+01,-5.88355037224883e+01
6.77904990692089e+01,4.15594339211536e+01,-5.89843245436753e+01
6.79466160122347e+01,4.15533202418590e+01,-5.91334743730549e+01
6.81030924820413e+01,4.15471609741486e+01,-5.92829530891295e+01
6.82599293065947e+01,4.15409558335596e+01,-5.94327605580610e+01
6.84171273157674e+01,4.15347045347674e+01,-5.95828966335185e+01
6.85746873413432e+01,4.15284067916186e+01,-5.97333611565886e+01
6.87326102170216e+01,4.15220623171329e+01,-5.98841539556865e+01
6.88908967784218e+01,4.15156708235226e+01,-6.00352748463756e+01
6.90495478630874e+01,4.15092320221953e+01,-6.01867236313288e+01
6.92085643104910e+01,4.15027456237807e+01,-6.03385001002330e+01
6.93679469620382e+01,4.14962113381326e+01,-6.04906040295518e+01
6.95276966610724e+01,4.14896288743475e+01,-6.06430351825646e+01
6.96878142528794e+01,4.14829979407935e+01,-6.07957933092298e+01
6.98483005846912e+01,4.14763182450831e+01,-6.09488781459526e+01
7.00091565056913e+01,4.14695894941401e+01,-6.11022894156317e+01
7.01703828670185e+01,4.14628113941807e+01,-6.12560268275404e+01
7.03319805217719e+01,4.14559836507397e+01,-6.14100900770140e+01
7.04939503250153e+01,4.14491059686836e+01,-6.15644788456998e+01
7.06562931337815e+01,4.14421780522243e+01,-6.17191928011034e+01
7.08190098070769e+01,4.14351996049493e+01,-6.18742315967074e+01
7.09821012058865e+01,4.14281703298143e+01,-6.20295948718030e+01
7.11455681931777e+01,4.14210899291840e+01,-6.21852822513252e+01
7.13094116339055e+01,4.14139581048273e+01,-6.23412933458146e+01
7.14736323950167e+01,4.14067745579549e+01,-6.24976277512867e+01
7.16382313454547e+01,4.13995389892258e+01,-6.26542850492795e+01
7.18032093561640e+01,4.13922510987604e+01,-6.28112648064044e+01
7.19685673000948e+01,4.13849105861735e+01,-6.29685665746685e+01
7.21343060522077e+01,4.13775171505748e+01,-6.31261898910256e+01
7.23004264894781e+01,4.13700704906019e+01,-6.32841342774563e+01
7.24669294909013e+01,4.13625703044343e+01,-6.34423992408665e+01
7.26338159374967e+01,4.13550162898144e+01,-6.36009842729533e+01
7.28010867123126e+01,4.13474081440610e+01,-6.37598888501315e+01
7.29687427004309e+01,4.13397455640923e+01,-6.39191124333458e+01
7.31367847889719e+01,4.13320282464522e+01,-6.40786544681307e+01
7.33052138670989e+01,4.13242558873183e+01,-6.42385143844239e+01
7.34740308260226e+01,4.13164281825371e+01,-6.43986915965133e+01
7.36432365590064e+01,4.13085448276295e+01,-6.45591855029184e+01
7.38128319613707e+01,4.13006055178224e+01,-6.47199954862234e+01
7.39828179304977e+01,4.12926099480715e+01,-6.48811209132445e+01
7.41531953658365e+01,4.12845578130702e+01,-6.50425611345960e+01
7.43239651689071e+01,4.12764488072881e+01,-6.52043154849536e+01
7.44951282433061e+01,4.12682826249829e+01,-6.53663832826464e+01
7.46666854947107e+01,4.12600589602242e+01,-6.55287638298197e+01
7.48386378308840e+01,4.12517775069164e+01,-6.56914564122916e+01
7.50109861616795e+01,4.12434379588262e+01,-6.58544602993372e+01
7.51837313990462e+01,4.12350400095966e+01,-6.60177747437705e+01
7.53568744570329e+01,4.12265833527831e+01,-6.61813989818576e+01
7.55304162517939e+01,4.12180676818718e+01,-6.63453322331152e+01
7.57043577015929e+01,4.12094926902904e+01,-6.65095737003549e+01
7.58786997268086e+01,4.12008580714611e+01,-6.66741225695648e+01
7.60534432499390e+01,4.11921635187946e+01,-6.68389780098787e+01
7.62285891956068e+01,4.11834087257385e+01,-6.70041391734333e+01
7.64041384905639e+01,4.11745933857884e+01,-6.71696051953609e+01
7.65800920636964e+01,4.11657171925199e+01,-6.73353751936681e+01
7.67564508460298e+01,4.11567798396134e+01,-6.75014482692924e+01
7.69332157707335e+01,4.11477810208788e+01,-6.76678235058016e+01
7.71103877731259e+01,4.11387204302766e+01,-6.78344999696886e+01
7.72879677906795e+01,4.11295977619579e+01,-6.80014767099417e+01
7.74659567630256e+01,4.11204127102752e+01,-6.81687527582278e+01
7.76443556319595e+01,4.11111649698228e+01,-6.83363271287110e+01
7.78231653414455e+01,4.11018542354568e+01,-6.85041988181475e+01
7.80023868376214e+01,4.10924802023151e+01,-6.86723668056413e+01
7.81820210688044e+01,4.10830425658665e+01,-6.88408300527574e+01
7.83620689854952e+01,4.10735410219152e+01,-6.90095875033722e+01
7.85425315403837e+01,4.10639752666441e+01,-6.91786380836387e+01
7.87234096883536e+01,4.10543449966332e+01,-6.93479807020587e+01
7.89047043864877e+01,4.10446499089018e+01,-6.95176142493406e+01
7.90864165940730e+01,4.10348897009142e+01,-6.96875375981976e+01
7.92685472726055e+01,4.10250640706349e+01,-6.98577496037375e+01
7.94510973857956e+01,4.10151727165399e+01,-7.00282491030378e+01
7.96340678995729e+01,4.10052153376503e+01,-7.01990349152535e+01
7.98174597820917e+01,4.09951916335651e+01,-7.03701058416582e+01
8.00012740037358e+01,4.09851013044834e+01,-7.05414606654225e+01
8.01855115371235e+01,4.09749440512471e+01,-7.07130981518306e+01
8.03701733571133e+01,4.09647195753571e+01,-7.08850170481303e+01
8.05552604408086e+01,4.09544275790098e+01,-7.10572160834210e+01
8.07407737675629e+01,4.09440677651313e+01,-7.12296939688528e+01
8.09267143189853e+01,4.09336398373974e+01,-7.14024493973810e+01
8.11130830789454e+01,4.09231435002781e+01,-7.15754810439737e+01
8.12998810335785e+01,4.09125784590521e+01,-7.17487875654410e+01
8.14871091712909e+01,4.09019444198556e+01,-7.19223676004771e+01
8.16747684827653e+01,4.08912410896953e+01,-7.20962197696681e+01
8.18628599609657e+01,4.08804681764965e+01,-7.22703426754540e+01
8.20513846011429e+01,4.08696253891256e+01,-7.24447349022026e+01
8.22403434008398e+01,4.08587124374189e+01,-7.26193950161392e+01
8.24297373598963e+01,4.08477290322214e+01,-7.27943215654071e+01
8.26195674804550e+01,4.08366748854144e+01,-7.29695130799631e+01
8.28098347669666e+01,4.08255497099519e+01,-7.31449680717817e+01
8.30005402261946e+01,4.08143532198833e+01,-7.33206850346705e+01
8.31916848672213e+01,4.08030851303958e+01,-7.34966624443760e+01
8.33832697014527e+01,4.07917451578409e+01,-7.36728987587222e+01
8.35752957426240e+01,4.07803330197707e+01,-7.38493924174118e+01
8.37677640068051e+01,4.07688484349600e+01,-7.40261418421020e+01
8.39606755124056e+01,4.07572911234574e+01,-7.42031454366049e+01
8.41540312801806e+01,4.07456608065989e+01,-7.43804015867590e+01
8.43478323332360e+01,4.07339572070489e+01,-7.45579086604601e+01
8.45420796970336e+01,4.07221800488360e+01,-7.47356650077417e+01
8.47367743993970e+01,4.07103290573821e+01,-7.49136689609356e+01
8.49319174705167e+01,4.06984039595292e+01,-7.50919188343948e+01
8.51275099429556e+01,4.06864044835862e+01,-7.52704129248877e+01
8.53235528516548e+01,4.06743303593478e+01,-7.54491495114820e+01
8.55200472339384e+01,4.06621813181330e+01,-7.56281268555531e+01
8.57169941295196e+01,4.06499570928246e+01,-7.58073432009368e+01
8.59143945805061e+01,4.06376574178859e+01,-7.59867967739415e+01
8.61122496314053e+01,4.06252820294114e+01,-7.61664857833958e+01
8.63105603291302e+01,4.06128306651475e+01,-7.63464084208227e+01
8.65093277230046e+01,4.06003030645264e+01,-7.65265628602856e+01
8.67085528647688e+01,4.05876989687068e+01,-7.67069472587118e+01
8.69082368085855e+01,4.05750181205994e+01,-7.68875597558088e+01
8.71083806110447e+01,4.05622602649004e+01,-7.70683984741239e+01
8.73089853311699e+01,4.05494251481257e+01,-7.72494615192759e+01
8.75100520304233e+01,4.05365125186462e+01,-7.74307469799111e+01
8.77115817727117e+01,4.05235221267134e+01,-7.76122529277659e+01
8.79135756243920e+01,4.05104537244950e+01,-7.77939774179591e+01
8.81160346542766e+01,4.04973070661117e+01,-7.79759184887322e+01
8.83189599336397e+01,4.04840819076643e+01,-7.81580741619048e+01
8.85223525362223e+01,4.04707780072658e+01,-7.83404424427929e+01
8.87262135382382e+01,4.04573951250771e+01,-7.85230213203545e+01
8.89305440183797e+01,4.04439330233341e+01,-7.87058087672222e+01
8.91353450578233e+01,4.04303914663861e+01,-7.88888027399258e+01
8.93406177402352e+01,4.04167702207213e+01,-7.90720011789569e+01
8.95463631517774e+01,4.04030690550000e+01,-7.92554020088736e+01
8.97525823811131e+01,4.03892877400881e+01,-7.94390031383540e+01
8.99592765194127e+01,4.03754260490869e+01,-7.96228024604696e+01
9.01664466603595e+01,4.03614837573646e+01,-7.98067978527325e+01
9.03740939001556e+01,4.03474606425852e+01,-7.99909871771529e+01
9.05822193375272e+01,4.03333564847413e+01,-8.01753682805128e+01
9.07908240737312e+01,4.03191710661879e+01,-8.03599389943617e+01
9.09999092125604e+01,4.03049041716630e+01,-8.05446971352905e+01
9.12094758603496e+01,4.02905555883309e+01,-8.07296405048806e+01
9.14195251259814e+01,4.02761251057978e+01,-8.09147668901270e+01
9.16300581208922e+01,4.02616125161531e+01,-8.11000740632955e+01
9.18410759590779e+01,4.02470176139929e+01,-8.12855597822336e+01
9.20525797570997e+01,4.02323401964546e+01,-8.14712217905245e+01
9.22645706340904e+01,4.02175800632359e+01,-8.16570578176165e+01
9.24770497117599e+01,4.02027370166345e+01,-8.18430655789116e+01
9.26900181144015e+01,4.01878108615704e+01,-8.20292427760678e+01
9.29034769688976e+01,4.01728014056143e+01,-8.22155870970140e+01
9.31174274047255e+01,4.01577084590163e+01,-8.24020962162661e+01
9.33318705539641e+01,4.01425318347371e+01,-8.25887677949918e+01
9.35468075512989e+01,4.01272713484697e+01,-8.27755994811876e+01
9.37622395340289e+01,4.01119268186668e+01,-8.29625889099060e+01
9.39781676420719e+01,4.00964980665740e+01,-8.31497337034930e+01
9.41945930179711e+01,4.00809849162464e+01,-8.33370314715762e+01
9.44115168069008e+01,4.00653871945831e+01,-8.35244798114308e+01
9.46289401566725e+01,4.00497047313488e+01,-8.37120763080747e+01
9.48468642177411e+01,4.00339373591975e+01,-8.38998185345057e+01
9.50652901432110e+01,4.00180849137027e+01,-8.40877040518677e+01
9.52842190888420e+01,4.00021472333769e+01,-8.42757304096663e+01
9.55036522130555e+01,3.99861241597008e+01,-8.44638951459826e+01
9.57235906769409e+01,3.99700155371393e+01,-8.46521957875609e+01
9.59440356442612e+01,3.99538212131752e+01,-8.48406298502029e+01
9.61649882814596e+01,3.99375410383231e+01,-8.50291948388564e+01
9.63864497576657e+01,3.99211748661573e+01,-8.52178882477634e+01
9.66084212447013e+01,3.99047225533329e+01,-8.54067075608442e+01
9.68309039170870e+01,3.98881839596074e+01,-8.55956502517875e+01
9.70538989520480e+01,3.98715589478625e+01,-8.57847137842200e+01
9.72774075295208e+01,3.98548473841225e+01,-8.59738956121325e+01
9.75014308321591e+01,3.98380491375804e+01,-8.61631931799240e+01
9.77259700453403e+01,3.98211640806113e+01,-8.63526039226040e+01
9.79510263571714e+01,3.98041920887983e+01,-8.65421252661607e+01
9.81766009584959e+01,3.97871330409450e+01,-8.67317546276592e+01
9.84026950428993e+01,3.97699868191029e+01,-8.69214894155786e+01
9.86293098067162e+01,3.97527533085813e+01,-8.71113270299700e+01
9.88564464490361e+01,3.97354323979691e+01,-8.73012648626542e+01
9.90841061717100e+01,3.97180239791517e+01,-8.74913002976075e+01
9.93122901793566e+01,3.97005279473285e+01,-8.76814307110536e+01
9.95409996793687e+01,3.96829442010266e+01,-8.78716534717616e+01
9.97702358819199e+01,3.96652726421208e+01,-8.80619659412381e+01
9.99999999999706e+01,3.96475131758445e+01,-8.82523654741083e+01
1.00230293249274e+02,3.96296657108071e+01,-8.84428494181760e+01
1.00461116848385e+02,3.96117301590086e+01,-8.86334151147915e+01
1.00692472018662e+02,3.95937064358522e+01,-8.88240598990837e+01
1.00924359984278e+02,3.95755944601548e+01,-8.90147811001297e+01
1.01156781972225e+02,3.95573941541689e+01,-8.92055760413418e+01
1.01389739212320e+02,3.95391054435843e+01,-8.93964420406132e+01
1.01623232937213e+02,3.95207282575446e+01,-8.95873764106257e+01
1.01857264382392e+02,3.95022625286588e+01,-8.97783764590000e+01
1.02091834786190e+02,3.94837081930120e+01,-8.99694394887504e+01
1.02326945389793e+02,3.94650651901731e+01,-9.01605627983668e+01
1.02562597437245e+02,3.94463334632054e+01,-9.03517436821407e+01
1.02798792175454e+02,3.94275129586768e+01,-9.05429794303969e+01
1.03035530854200e+02,3.94086036266662e+01,-9.07342673297802e+01
1.03272814726141e+02,3.93896054207738e+01,-9.09256046635605e+01
1.03510645046822e+02,3.93705182981254e+01,-9.11169887117982e+01
1.03749023074675e+02,3.93513422193814e+01,-9.13084167516378e+01
1.03987950071035e+02,3.93320771487414e+01,-9.14998860575766e+01
1.04227427300138e+02,3.93127230539509e+01,-9.16913939018634e+01
1.04467456029134e+02,3.92932799063066e+01,-9.18829375544937e+01
1.04708037528088e+02,3.92737476806580e+01,-9.20745142836567e+01
1.04949173069994e+02,3.92541263554166e+01,-9.22661213560215e+01
1.05190863930775e+02,3.92344159125512e+01,-9.24577560368784e+01
1.05433111389292e+02,3.92146163376004e+01,-9.26494155905597e+01
1.05675916727352e+02,3.91947276196653e+01,-9.28410972805011e+01
1.05919281229715e+02,3.91747497514178e+01,-9.30327983697064e+01
1.06163206184099e+02,3.91546827291000e+01,-9.32245161209875e+01
1.06407692881185e+02,3.91345265525199e+01,-9.34162477970615e+01
1.06652742614630e+02,3.91142812250583e+01,-9.36079906610209e+01
1.06898356681069e+02,3.90939467536643e+01,-9.37997419764998e+01
1.07144536380123e+02,3.90735231488508e+01,-9.39914990079376e+01
1.07391283014404e+02,3.90530104247031e+01,-9.41832590209069e+01
1.07638597889527e+02,3.90324085988613e+01,-9.43750192822925e+01
1.07886482314112e+02,3.90117176925313e+01,-9.45667770606909e+01
1.08134937599793e+02,3.89909377304718e+01,-9.47585296264919e+01
1.08383965061224e+02,3.89700687409961e+01,-9.49502742523143e+01
1.08633566016088e+02,3.89491107559612e+01,-9.51420082131606e+01
1.08883741785101e+02,3.89280638107688e+01,-9.53337287867749e+01
1.09134493692022e+02,3.89069279443549e+01,-9.55254332537774e+01
1.09385823063657e+02,3.88857031991837e+01,-9.57171188980515e+01
1.09637731229868e+02,3.88643896212456e+01,-9.59087830069985e+01
1.09890219523580e+02,3.88429872600396e+01,-9.61004228716915e+01
1.10143289280788e+02,3.88214961685762e+01,-9.62920357872337e+01
1.10396941840563e+02,3.87999164033593e+01,-9.64836190529819e+01
1.10651178545060e+02,3.87782480243840e+01,-9.66751699728209e+01
1.10906000739524e+02,3.87564910951221e+01,-9.68666858554217e+01
1.11161409772300e+02,3.87346456825140e+01,-9.70581640144704e+01
1.11417406994837e+02,3.87127118569552e+01,-9.72496017689301e+01
1.11673993761696e+02,3.86906896922907e+01,-9.74409964433735e+01
1.11931171430557e+02,3.86685792657939e+01,-9.76323453680858e+01
1.12188941362228e+02,3.86463806581617e+01,-9.78236458794501e+01
1.12447304920651e+02,3.86240939534996e+01,-9.80148953201568e+01
1.12706263472907e+02,3.86017192393037e+01,-9.82060910393712e+01
1.12965818389228e+02,3.85792566064529e+01,-9.83972303931376e+01
1.13225971042999e+02,3.85567061491910e+01,-9.85883107445134e+01
1.13486722810770e+02,3.85340679651114e+01,-9.87793294638173e+01
1.13748075072260e+02,3.85113421551403e+01,-9.89702839288814e+01
1.14010029210364e+02,3.84885288235242e+01,-9.91611715253273e+01
1.14272586611165e+02,3.84656280778119e+01,-9.93519896468251e+01
1.14535748663936e+02,3.84426400288334e+01,-9.95427356951640e+01
1.14799516761148e+02,3.84195647906869e+01,-9.97334070807311e+01
1.15063892298483e+02,3.83964024807209e+01,-9.99240012225092e+01
1.15328876674832e+02,3.83731532195109e+01,-1.00114515548527e+02
1.15594471292313e+02,3.83498171308470e+01,-1.00304947495897e+02
1.15860677556267e+02,3.83263943417045e+01,-1.00495294511131e+02
1.16127496875277e+02,3.83028849822385e+01,-1.00685554050441e+02
1.16394930661167e+02,3.82792891857481e+01,-1.00875723579726e+02
1.16662980329011e+02,3.82556070886658e+01,-1.01065800575083e+02
1.16931647297146e+02,3.82318388305331e+01,-1.01255782522821e+02
1.17200932987171e+02,3.82079845539768e+01,-1.01445666919700e+02
1.17470838823961e+02,3.81840444046912e+01,-1.01635451273255e+02
1.17741366235674e+02,3.81600185314094e+01,-1.01825133101912e+02
1.18012516653753e+02,3.81359070858895e+01,-1.02014709935192e+02
1.18284291512940e+02,3.81117102228804e+01,-1.02204179313963e+02
1.18556692251281e+02,3.80874281001064e+01,-1.02393538790581e+02
1.18829720310134e+02,3.80630608782392e+01,-1.02582785929207e+02
1.19103377134175e+02,3.80386087208750e+01,-1.02771918305834e+02
1.19377664171408e+02,3.80140717945081e+01,-1.02960933508653e+02
1.19652582873171e+02,3.79894502685055e+01,-1.03149829138114e+02
1.19928134694146e+02,3.79647443150865e+01,-1.03338602807205e+02
1.20204321092363e+02,3.79399541092868e+01,-1.03527252141571e+02
1.20481143529210e+02,3.79150798289430e+01,-1.03715774779710e+02
1.20758603469442e+02,3.78901216546580e+01,-1.03904168373205e+02
1.21036702381186e+02,3.78650797697805e+01,-1.04092430586925e+02
1.21315441735950e+02,3.78399543603694e+01,-1.04280559098989e+02
1.21594823008631e+02,3.78147456151752e+01,-1.04468551601246e+02
1.21874847677523e+02,3.77894537256093e+01,-1.04656405799210e+02
1.22155517224323e+02,3.77640788857087e+01,-1.04844119412310e+02
1.22436833134143e+02,3.77386212921214e+01,-1.05031690174072e+02
1.22718796895513e+02,3.77130811440663e+01,-1.05219115832286e+02
1.23001410000390e+02,3.76874586433071e+01,-1.05406394149055e+02
1.23284673944169e+02,3.76617539941285e+01,-1.05593522901104e+02
1.23568590225689e+02,3.76359674032962e+01,-1.05780499879814e+02
1.23853160347239e+02,3.76100990800394e+01,-1.05967322891428e+02
1.24138385814568e+02,3.75841492360125e+01,-1.06153989757183e+02
1.24424268136894e+02,3.75581180852650e+01,-1.06340498313451e+02
1.24710808826909e+02,3.75320058442197e+01,-1.06526846411880e+02
1.24998009400790e+02,3.75058127316313e+01,-1.06713031919488e+02
1.25285871378204e+02,3.74795389685612e+01,-1.06899052718880e+02
1.25574396282320e+02,3.74531847783482e+01,-1.07084906708345e+02
1.25863585639812e+02,3.74267503865740e+01,-1.07270591801901e+02
1.26153440980872e+02,3.74002360210313e+01,-1.07456105929549e+02
1.26443963839216e+02,3.73736419116984e+01,-1.07641447037304e+02
1.26735155752090e+02,3.73469682906984e+01,-1.07826613087341e+02
1.27027018260282e+02,3.73202153922773e+01,-1.08011602058085e+02
1.27319552908127e+02,3.72933834527640e+01,-1.08196411944375e+02
1.27612761243518e+02,3.72664727105441e+01,-1.08381040757516e+02
1.27906644817912e+02,3.72394834060251e+01,-1.08565486525421e+02
1.28201205186339e+02,3.72124157816022e+01,-1.08749747292671e+02
1.28496443907410e+02,3.71852700816319e+01,-1.08933821120666e+02
1.28792362543324e+02,3.71580465523952e+01,-1.09117706087673e+02
1.29088962659880e+02,3.71307454420640e+01,-1.09301400288925e+02
1.29386245826482e+02,3.71033670006724e+01,-1.09484901836743e+02
1.29684213616149e+02,3.70759114800840e+01,-1.09668208860571e+02
1.29982867605519e+02,3.70483791339525e+01,-1.09851319507110e+02
1.30282209374867e+02,3.70207702176989e+01,-1.10034231940334e+02
1.30582240508101e+02,3.69930849884726e+01,-1.10216944341648e+02
1.30882962592781e+02,3.69653237051182e+01,-1.10399454909882e+02
1.31184377220121e+02,3.69374866281454e+01,-1.10581761861368e+02
1.31486485985000e+02,3.69095740196950e+01,-1.10763863430077e+02
1.31789290485971e+02,3.68815861435070e+01,-1.10945757867638e+02
1.32092792325265e+02,3.68535232648820e+01,-1.11127443443315e+02
1.32396993108807e+02,3.68253856506616e+01,-1.11308918444252e+02
1.32701894446218e+02,3.67971735691800e+01,-1.11490181175311e+02
1.33007497950826e+02,3.67688872902395e+01,-1.11671229959297e+02
1.33313805239675e+02,3.67405270850769e+01,-1.11852063136928e+02
