 frequency       v(Cinp)         v(Cinp)         v(Cinn)         v(Cinn)        
 4.20496491e+02  1.26274627e-15  0.00000000e+00  9.47085037e-15  0.00000000e+00 
 4.30193027e+02  1.26183046e-15  0.00000000e+00  9.26009642e-15  0.00000000e+00 
 4.40113162e+02  1.26097596e-15  0.00000000e+00  9.05425397e-15  0.00000000e+00 
 4.50262052e+02  1.26017837e-15  0.00000000e+00  8.85321676e-15  0.00000000e+00 
 4.60644974e+02  1.25943391e-15  0.00000000e+00  8.65687960e-15  0.00000000e+00 
 4.71267322e+02  1.25873890e-15  0.00000000e+00  8.46514021e-15  0.00000000e+00 
 4.82134619e+02  1.25809003e-15  0.00000000e+00  8.27789911e-15  0.00000000e+00 
 4.93252513e+02  1.25748420e-15  0.00000000e+00  8.09505726e-15  0.00000000e+00 
 5.04626783e+02  1.25691830e-15  0.00000000e+00  7.91651625e-15  0.00000000e+00 
 5.16263340e+02  1.25638976e-15  0.00000000e+00  7.74218262e-15  0.00000000e+00 
 5.28168234e+02  1.25589586e-15  0.00000000e+00  7.57196288e-15  0.00000000e+00 
 5.40347650e+02  1.25543438e-15  0.00000000e+00  7.40576572e-15  0.00000000e+00 
 5.52807921e+02  1.25500314e-15  0.00000000e+00  7.24350245e-15  0.00000000e+00 
 5.65555523e+02  1.25459982e-15  0.00000000e+00  7.08508447e-15  0.00000000e+00 
 5.78597080e+02  1.25422266e-15  0.00000000e+00  6.93042770e-15  0.00000000e+00 
 5.91939372e+02  1.25386989e-15  0.00000000e+00  6.77944717e-15  0.00000000e+00 
 6.05589334e+02  1.25353981e-15  0.00000000e+00  6.63206182e-15  0.00000000e+00 
 6.19554061e+02  1.25323082e-15  0.00000000e+00  6.48819072e-15  0.00000000e+00 
 6.33840810e+02  1.25294152e-15  0.00000000e+00  6.34775704e-15  0.00000000e+00 
 6.48457008e+02  1.25267059e-15  0.00000000e+00  6.21068323e-15  0.00000000e+00 
 6.63410251e+02  1.25241669e-15  0.00000000e+00  6.07689485e-15  0.00000000e+00 
 6.78708313e+02  1.25217882e-15  0.00000000e+00  5.94631888e-15  0.00000000e+00 
 6.94359143e+02  1.25195574e-15  0.00000000e+00  5.81888442e-15  0.00000000e+00 
 7.10370877e+02  1.25174652e-15  0.00000000e+00  5.69452188e-15  0.00000000e+00 
 7.26751838e+02  1.25155021e-15  0.00000000e+00  5.57316225e-15  0.00000000e+00 
 7.43510539e+02  1.25136602e-15  0.00000000e+00  5.45474002e-15  0.00000000e+00 
 7.60655691e+02  1.25119306e-15  0.00000000e+00  5.33919054e-15  0.00000000e+00 
