 time            v(VDD)          v(Vbias)        v(Vbiasc)       v(bias_en)      v(Vsu)          v(Vres)        
 7.54823920e-04  1.50000000e+00  1.28537692e-01  2.75308106e-01  1.50000000e+00  1.97080554e-03  3.62990757e-02 
 7.54948920e-04  1.50000000e+00  1.28539521e-01  2.75341666e-01  1.50000000e+00  1.97128171e-03  3.65801031e-02 
 7.55073920e-04  1.50000000e+00  1.28541374e-01  2.75373918e-01  1.50000000e+00  1.97175498e-03  3.68496114e-02 
 7.55198920e-04  1.50000000e+00  1.28543285e-01  2.75404879e-01  1.50000000e+00  1.97222332e-03  3.71249186e-02 
 7.55323920e-04  1.50000000e+00  1.28545216e-01  2.75434502e-01  1.50000000e+00  1.97268743e-03  3.73893908e-02 
 7.55448920e-04  1.50000000e+00  1.28547196e-01  2.75462800e-01  1.50000000e+00  1.97314531e-03  3.76591932e-02 
 7.55573920e-04  1.50000000e+00  1.28549191e-01  2.75489732e-01  1.50000000e+00  1.97359771e-03  3.79188166e-02 
 7.55698920e-04  1.50000000e+00  1.28551229e-01  2.75515312e-01  1.50000000e+00  1.97404263e-03  3.81833179e-02 
 7.55823920e-04  1.50000000e+00  1.28553276e-01  2.75539505e-01  1.50000000e+00  1.97448098e-03  3.84382695e-02 
 7.55948920e-04  1.50000000e+00  1.28555358e-01  2.75562327e-01  1.50000000e+00  1.97491063e-03  3.86976623e-02 
 7.56073920e-04  1.50000000e+00  1.28557444e-01  2.75583751e-01  1.50000000e+00  1.97533266e-03  3.89481092e-02 
 7.56198920e-04  1.50000000e+00  1.28559557e-01  2.75603793e-01  1.50000000e+00  1.97574495e-03  3.92025758e-02 
 7.56323920e-04  1.50000000e+00  1.28561669e-01  2.75622433e-01  1.50000000e+00  1.97614866e-03  3.94486757e-02 
 7.56448920e-04  1.50000000e+00  1.28563800e-01  2.75639689e-01  1.50000000e+00  1.97654160e-03  3.96983889e-02 
 7.56573920e-04  1.50000000e+00  1.28565924e-01  2.75655549e-01  1.50000000e+00  1.97692511e-03  3.99402911e-02 
 7.56698920e-04  1.50000000e+00  1.28568059e-01  2.75670031e-01  1.50000000e+00  1.97729700e-03  4.01854150e-02 
 7.56823920e-04  1.50000000e+00  1.28570182e-01  2.75683127e-01  1.50000000e+00  1.97765876e-03  4.04232609e-02 
 7.56948920e-04  1.50000000e+00  1.28572310e-01  2.75694860e-01  1.50000000e+00  1.97800811e-03  4.06639510e-02 
 7.57073920e-04  1.50000000e+00  1.28574419e-01  2.75705224e-01  1.50000000e+00  1.97834659e-03  4.08978748e-02 
 7.57198920e-04  1.50000000e+00  1.28576525e-01  2.75714242e-01  1.50000000e+00  1.97867202e-03  4.11342789e-02 
 7.57323920e-04  1.50000000e+00  1.28578607e-01  2.75721914e-01  1.50000000e+00  1.97898607e-03  4.13644077e-02 
 7.57448920e-04  1.50000000e+00  1.28580679e-01  2.75728263e-01  1.50000000e+00  1.97928649e-03  4.15966664e-02 
 7.57573920e-04  1.50000000e+00  1.28582722e-01  2.75733292e-01  1.50000000e+00  1.97957506e-03  4.18231211e-02 
 7.57698920e-04  1.50000000e+00  1.28584748e-01  2.75737024e-01  1.50000000e+00  1.97984955e-03  4.20513682e-02 
 7.57823920e-04  1.50000000e+00  1.28586740e-01  2.75739465e-01  1.50000000e+00  1.98011186e-03  4.22742637e-02 
 7.57948920e-04  1.50000000e+00  1.28588707e-01  2.75740638e-01  1.50000000e+00  1.98035965e-03  4.24986267e-02 
 7.58073920e-04  1.50000000e+00  1.28590636e-01  2.75740550e-01  1.50000000e+00  1.98059492e-03  4.27180722e-02 
 7.58198920e-04  1.50000000e+00  1.28592534e-01  2.75739225e-01  1.50000000e+00  1.98081546e-03  4.29386725e-02 
 7.58323920e-04  1.50000000e+00  1.28594388e-01  2.75736672e-01  1.50000000e+00  1.98102332e-03  4.31547720e-02 
 7.58448920e-04  1.50000000e+00  1.28596205e-01  2.75732913e-01  1.50000000e+00  1.98121623e-03  4.33717256e-02 
 7.58573920e-04  1.50000000e+00  1.28597973e-01  2.75727960e-01  1.50000000e+00  1.98139639e-03  4.35845784e-02 
 7.58698920e-04  1.50000000e+00  1.28599698e-01  2.75721835e-01  1.50000000e+00  1.98156148e-03  4.37979957e-02 
 7.58823920e-04  1.50000000e+00  1.28601370e-01  2.75714549e-01  1.50000000e+00  1.98171370e-03  4.40076964e-02 
 7.58948920e-04  1.50000000e+00  1.28602993e-01  2.75706124e-01  1.50000000e+00  1.98185085e-03  4.42176831e-02 
 7.59073920e-04  1.50000000e+00  1.28604559e-01  2.75696572e-01  1.50000000e+00  1.98197527e-03  4.44243218e-02 
 7.59198920e-04  1.50000000e+00  1.28606071e-01  2.75685914e-01  1.50000000e+00  1.98208461e-03  4.46309789e-02 
 7.59323920e-04  1.50000000e+00  1.28607520e-01  2.75674163e-01  1.50000000e+00  1.98218123e-03  4.48346420e-02 
 7.59448920e-04  1.50000000e+00  1.28608911e-01  2.75661338e-01  1.50000000e+00  1.98226286e-03  4.50380659e-02 
 7.59573920e-04  1.50000000e+00  1.28610235e-01  2.75647455e-01  1.50000000e+00  1.98233201e-03  4.52388358e-02 
 7.59698920e-04  1.50000000e+00  1.28611495e-01  2.75632530e-01  1.50000000e+00  1.98238637e-03  4.54391191e-02 
 7.59823920e-04  1.50000000e+00  1.28612686e-01  2.75616579e-01  1.50000000e+00  1.98242843e-03  4.56370745e-02 
 7.59875010e-04  1.50000000e+00  1.28613153e-01  2.75609765e-01  1.50000000e+00  1.98244086e-03  4.57180015e-02 
 7.59875011e-04  1.50000000e+00  1.28613070e-01  2.75609720e-01  1.50000000e+00  1.98243510e-03  4.56714532e-02 
 7.59875013e-04  1.50000000e+00  1.28612885e-01  2.75609617e-01  1.50000000e+00  1.98242246e-03  4.55668029e-02 
 7.59875017e-04  1.50000000e+00  1.28612544e-01  2.75609426e-01  1.50000000e+00  1.98240039e-03  4.53728837e-02 
 7.59875020e-04  1.50000000e+00  1.28612398e-01  2.75609343e-01  1.50000000e+00  1.98239234e-03  4.52898332e-02 
 7.59875021e-04  1.50000000e+00  1.28612416e-01  2.75609353e-01  1.50000000e+00  1.98239420e-03  4.52995144e-02 
 7.59875022e-04  1.50000000e+00  1.28612458e-01  2.75609376e-01  1.50000000e+00  1.98239830e-03  4.53231635e-02 
 7.59875026e-04  1.50000000e+00  1.28612539e-01  2.75609422e-01  1.50000000e+00  1.98240567e-03  4.53695086e-02 
 7.59875032e-04  1.50000000e+00  1.28612668e-01  2.75609494e-01  1.50000000e+00  1.98241631e-03  4.54424971e-02 
 7.59875045e-04  1.50000000e+00  1.28612782e-01  2.75609556e-01  1.50000000e+00  1.98242506e-03  4.55071796e-02 
 7.59875070e-04  1.50000000e+00  1.28612795e-01  2.75609561e-01  1.50000000e+00  1.98242634e-03  4.55144335e-02 
 7.59875122e-04  1.50000000e+00  1.28612789e-01  2.75609552e-01  1.50000000e+00  1.98242654e-03  4.55115839e-02 
 7.59875224e-04  1.50000000e+00  1.28612793e-01  2.75609542e-01  1.50000000e+00  1.98242673e-03  4.55138661e-02 
 7.59875429e-04  1.50000000e+00  1.28612791e-01  2.75609517e-01  1.50000000e+00  1.98242645e-03  4.55127469e-02 
 7.59875838e-04  1.50000000e+00  1.28612794e-01  2.75609472e-01  1.50000000e+00  1.98242635e-03  4.55152638e-02 
 7.59876658e-04  1.50000000e+00  1.28612794e-01  2.75609376e-01  1.50000000e+00  1.98242575e-03  4.55159367e-02 
 7.59878296e-04  1.50000000e+00  1.28612800e-01  2.75609188e-01  1.50000000e+00  1.98242494e-03  4.55214396e-02 
 7.59881573e-04  1.50000000e+00  1.28612806e-01  2.75608804e-01  1.50000000e+00  1.98242302e-03  4.55283623e-02 
 7.59888126e-04  1.50000000e+00  1.28612829e-01  2.75608019e-01  1.50000000e+00  1.98241976e-03  4.55462063e-02 
 7.59901234e-04  1.50000000e+00  1.28612881e-01  2.75606335e-01  1.50000000e+00  1.98241363e-03  4.55778035e-02 
 7.59927448e-04  1.50000000e+00  1.28613040e-01  2.75602510e-01  1.50000000e+00  1.98240418e-03  4.56446970e-02 
 7.59979877e-04  1.50000000e+00  1.28613478e-01  2.75593633e-01  1.50000000e+00  1.98239386e-03  4.57735641e-02 
 7.60000000e-04  1.50000000e+00  1.28613683e-01  2.75589993e-01  1.50000000e+00  1.98239316e-03  4.58245728e-02 
 7.60000001e-04  1.50000000e+00  1.28613741e-01  2.75590024e-01  1.50000000e+00  1.98239716e-03  4.58570282e-02 
 7.60000003e-04  1.50000000e+00  1.28613864e-01  2.75590092e-01  1.50000000e+00  1.98240562e-03  4.59274165e-02 
 7.60000007e-04  1.50000000e+00  1.28614121e-01  2.75590233e-01  1.50000000e+00  1.98242234e-03  4.60750038e-02 
 7.60000010e-04  1.50000000e+00  1.28614220e-01  2.75590288e-01  1.50000000e+00  1.98242773e-03  4.61325262e-02 
 7.60000011e-04  1.50000000e+00  1.28614161e-01  2.75590256e-01  1.50000000e+00  1.98242317e-03  4.60991825e-02 
 7.60000012e-04  1.50000000e+00  1.28614023e-01  2.75590180e-01  1.50000000e+00  1.98241281e-03  4.60202910e-02 
 7.60000016e-04  1.50000000e+00  1.28613742e-01  2.75590023e-01  1.50000000e+00  1.98239288e-03  4.58593350e-02 
 7.60000022e-04  1.50000000e+00  1.28613316e-01  2.75589785e-01  1.50000000e+00  1.98236540e-03  4.56156733e-02 
 7.60000035e-04  1.50000000e+00  1.28612698e-01  2.75589440e-01  1.50000000e+00  1.98233127e-03  4.52659550e-02 
 7.60000060e-04  1.50000000e+00  1.28611517e-01  2.75588781e-01  1.50000000e+00  1.98227348e-03  4.46052003e-02 
 7.60000112e-04  1.50000000e+00  1.28609215e-01  2.75587498e-01  1.50000000e+00  1.98217492e-03  4.33476153e-02 
 7.60000214e-04  1.50000000e+00  1.28604959e-01  2.75585125e-01  1.50000000e+00  1.98200680e-03  4.11237722e-02 
 7.60000419e-04  1.50000000e+00  1.28597682e-01  2.75581093e-01  1.50000000e+00  1.98172069e-03  3.75990279e-02 
 7.60000828e-04  1.50000000e+00  1.28587446e-01  2.75575658e-01  1.50000000e+00  1.98131244e-03  3.31774698e-02 
 7.60001648e-04  1.50000000e+00  1.28577867e-01  2.75571615e-01  1.50000000e+00  1.98090660e-03  2.96215962e-02 
 7.60003286e-04  1.50000000e+00  1.28573707e-01  2.75572975e-01  1.50000000e+00  1.98065605e-03  2.86257989e-02 
 7.60005197e-04  1.50000000e+00  1.28572365e-01  2.75576704e-01  1.50000000e+00  1.98049408e-03  2.87857407e-02 
 7.60008387e-04  1.50000000e+00  1.28569427e-01  2.75582124e-01  1.50000000e+00  1.98019945e-03  2.87641305e-02 
 7.60014478e-04  1.50000000e+00  1.28564282e-01  2.75591021e-01  1.50000000e+00  1.97965287e-03  2.88103815e-02 
 7.60026659e-04  1.50000000e+00  1.28554800e-01  2.75599519e-01  1.50000000e+00  1.97858306e-03  2.88531895e-02 
 7.60051021e-04  1.50000000e+00  1.28539469e-01  2.75571533e-01  1.50000000e+00  1.97654401e-03  2.89637292e-02 
 7.60099746e-04  1.50000000e+00  1.28520115e-01  2.75363326e-01  1.50000000e+00  1.97294667e-03  2.91306305e-02 
 7.60197196e-04  1.50000000e+00  1.28505810e-01  2.74757861e-01  1.50000000e+00  1.96784793e-03  2.94388087e-02 
 7.60322196e-04  1.50000000e+00  1.28502432e-01  2.74281410e-01  1.50000000e+00  1.96441193e-03  2.97852431e-02 
 7.60447196e-04  1.50000000e+00  1.28501192e-01  2.74252326e-01  1.50000000e+00  1.96295507e-03  3.01429569e-02 
 7.60572196e-04  1.50000000e+00  1.28501117e-01  2.74331745e-01  1.50000000e+00  1.96250104e-03  3.04803088e-02 
 7.60697196e-04  1.50000000e+00  1.28501526e-01  2.74404500e-01  1.50000000e+00  1.96253756e-03  3.08282878e-02 
 7.60822196e-04  1.50000000e+00  1.28502029e-01  2.74481273e-01  1.50000000e+00  1.96279345e-03  3.11574029e-02 
 7.60947196e-04  1.50000000e+00  1.28502722e-01  2.74549833e-01  1.50000000e+00  1.96315553e-03  3.14968113e-02 
 7.61072196e-04  1.50000000e+00  1.28503481e-01  2.74615370e-01  1.50000000e+00  1.96357104e-03  3.18183835e-02 
 7.61197196e-04  1.50000000e+00  1.28504378e-01  2.74675536e-01  1.50000000e+00  1.96401737e-03  3.21496529e-02 
 7.61322196e-04  1.50000000e+00  1.28505330e-01  2.74732604e-01  1.50000000e+00  1.96448319e-03  3.24640403e-02 
 7.61447196e-04  1.50000000e+00  1.28506397e-01  2.74786358e-01  1.50000000e+00  1.96496231e-03  3.27875347e-02 
 7.61572196e-04  1.50000000e+00  1.28507515e-01  2.74837748e-01  1.50000000e+00  1.96545167e-03  3.30950564e-02 
 7.61697196e-04  1.50000000e+00  1.28508737e-01  2.74886949e-01  1.50000000e+00  1.96594828e-03  3.34111119e-02 
 7.61822196e-04  1.50000000e+00  1.28510006e-01  2.74934348e-01  1.50000000e+00  1.96645105e-03  3.37120652e-02 
 7.61947196e-04  1.50000000e+00  1.28511370e-01  2.74980121e-01  1.50000000e+00  1.96695782e-03  3.40209974e-02 
 7.62072196e-04  1.50000000e+00  1.28512777e-01  2.75024411e-01  1.50000000e+00  1.96746820e-03  3.43156613e-02 
 7.62197196e-04  1.50000000e+00  1.28514272e-01  2.75067335e-01  1.50000000e+00  1.96798020e-03  3.46177670e-02 
 7.62322196e-04  1.50000000e+00  1.28515808e-01  2.75108923e-01  1.50000000e+00  1.96849382e-03  3.49064037e-02 
 7.62447196e-04  1.50000000e+00  1.28517425e-01  2.75149244e-01  1.50000000e+00  1.96900712e-03  3.52019620e-02 
 7.62572196e-04  1.50000000e+00  1.28519079e-01  2.75188277e-01  1.50000000e+00  1.96952037e-03  3.54848174e-02 
 7.62697196e-04  1.50000000e+00  1.28520808e-01  2.75226059e-01  1.50000000e+00  1.97003162e-03  3.57740913e-02 
 7.62822196e-04  1.50000000e+00  1.28522570e-01  2.75262549e-01  1.50000000e+00  1.97054127e-03  3.60513966e-02 
 7.62947196e-04  1.50000000e+00  1.28524399e-01  2.75297768e-01  1.50000000e+00  1.97104730e-03  3.63346337e-02 
 7.63072196e-04  1.50000000e+00  1.28526257e-01  2.75331667e-01  1.50000000e+00  1.97155032e-03  3.66066060e-02 
 7.63197196e-04  1.50000000e+00  1.28528176e-01  2.75364260e-01  1.50000000e+00  1.97204825e-03  3.68840399e-02 
 7.63322196e-04  1.50000000e+00  1.28530118e-01  2.75395501e-01  1.50000000e+00  1.97254183e-03  3.71508838e-02 
 7.63447196e-04  1.50000000e+00  1.28532114e-01  2.75425400e-01  1.50000000e+00  1.97302893e-03  3.74227347e-02 
 7.63572196e-04  1.50000000e+00  1.28534128e-01  2.75453918e-01  1.50000000e+00  1.97351044e-03  3.76846428e-02 
 7.63697196e-04  1.50000000e+00  1.28536188e-01  2.75481064e-01  1.50000000e+00  1.97398420e-03  3.79511188e-02 
 7.63822196e-04  1.50000000e+00  1.28538261e-01  2.75506806e-01  1.50000000e+00  1.97445122e-03  3.82082726e-02 
 7.63947196e-04  1.50000000e+00  1.28540372e-01  2.75531157e-01  1.50000000e+00  1.97490930e-03  3.84695705e-02 
 7.64072196e-04  1.50000000e+00  1.28542491e-01  2.75554091e-01  1.50000000e+00  1.97535956e-03  3.87221413e-02 
 7.64197196e-04  1.50000000e+00  1.28544640e-01  2.75575622e-01  1.50000000e+00  1.97579976e-03  3.89784473e-02 
 7.64322196e-04  1.50000000e+00  1.28546791e-01  2.75595730e-01  1.50000000e+00  1.97623116e-03  3.92265971e-02 
 7.64447196e-04  1.50000000e+00  1.28548964e-01  2.75614435e-01  1.50000000e+00  1.97665152e-03  3.94780874e-02 
 7.64572196e-04  1.50000000e+00  1.28551134e-01  2.75631721e-01  1.50000000e+00  1.97706226e-03  3.97219694e-02 
 7.64697196e-04  1.50000000e+00  1.28553318e-01  2.75647609e-01  1.50000000e+00  1.97746104e-03  3.99688113e-02 
 7.64822196e-04  1.50000000e+00  1.28555494e-01  2.75662089e-01  1.50000000e+00  1.97784939e-03  4.02085703e-02 
 7.64947196e-04  1.50000000e+00  1.28557676e-01  2.75675184e-01  1.50000000e+00  1.97822500e-03  4.04509225e-02 
 7.65072196e-04  1.50000000e+00  1.28559843e-01  2.75686889e-01  1.50000000e+00  1.97858948e-03  4.06866960e-02 
 7.65197196e-04  1.50000000e+00  1.28562009e-01  2.75697227e-01  1.50000000e+00  1.97894049e-03  4.09247092e-02 
 7.65322196e-04  1.50000000e+00  1.28564155e-01  2.75706197e-01  1.50000000e+00  1.97927984e-03  4.11566276e-02 
 7.65447196e-04  1.50000000e+00  1.28566293e-01  2.75713822e-01  1.50000000e+00  1.97960517e-03  4.13904450e-02 
 7.65572196e-04  1.50000000e+00  1.28568405e-01  2.75720106e-01  1.50000000e+00  1.97991833e-03  4.16186319e-02 
 7.65697196e-04  1.50000000e+00  1.28570503e-01  2.75725071e-01  1.50000000e+00  1.98021701e-03  4.18483898e-02 
 7.65822196e-04  1.50000000e+00  1.28572569e-01  2.75728725e-01  1.50000000e+00  1.98050317e-03  4.20729629e-02 
 7.65947196e-04  1.50000000e+00  1.28574613e-01  2.75731090e-01  1.50000000e+00  1.98077445e-03  4.22987911e-02 
 7.66072196e-04  1.50000000e+00  1.28576620e-01  2.75732175e-01  1.50000000e+00  1.98103290e-03  4.25198622e-02 
 7.66197196e-04  1.50000000e+00  1.28578600e-01  2.75732002e-01  1.50000000e+00  1.98127616e-03  4.27418843e-02 
 7.66322196e-04  1.50000000e+00  1.28580537e-01  2.75730582e-01  1.50000000e+00  1.98150640e-03  4.29595600e-02 
 7.66447196e-04  1.50000000e+00  1.28582440e-01  2.75727936e-01  1.50000000e+00  1.98172124e-03  4.31778938e-02 
 7.66572196e-04  1.50000000e+00  1.28584297e-01  2.75724077e-01  1.50000000e+00  1.98192294e-03  4.33922753e-02 
 7.66697196e-04  1.50000000e+00  1.28586112e-01  2.75719027e-01  1.50000000e+00  1.98210918e-03  4.36070336e-02 
 7.66822196e-04  1.50000000e+00  1.28587876e-01  2.75712797e-01  1.50000000e+00  1.98228219e-03  4.38182177e-02 
 7.66947196e-04  1.50000000e+00  1.28589594e-01  2.75705410e-01  1.50000000e+00  1.98243963e-03  4.40295076e-02 
 7.67072196e-04  1.50000000e+00  1.28591256e-01  2.75696879e-01  1.50000000e+00  1.98258393e-03  4.42375866e-02 
 7.67197196e-04  1.50000000e+00  1.28592866e-01  2.75687224e-01  1.50000000e+00  1.98271273e-03  4.44455109e-02 
 7.67322196e-04  1.50000000e+00  1.28594416e-01  2.75676459e-01  1.50000000e+00  1.98282849e-03  4.46505728e-02 
 7.67447196e-04  1.50000000e+00  1.28595908e-01  2.75664603e-01  1.50000000e+00  1.98292880e-03  4.48552296e-02 
 7.67572196e-04  1.50000000e+00  1.28597336e-01  2.75651672e-01  1.50000000e+00  1.98301619e-03  4.50573587e-02 
 7.67697196e-04  1.50000000e+00  1.28598702e-01  2.75637684e-01  1.50000000e+00  1.98308832e-03  4.52588420e-02 
 7.67822196e-04  1.50000000e+00  1.28599999e-01  2.75622653e-01  1.50000000e+00  1.98314777e-03  4.54581188e-02 
 7.67875010e-04  1.50000000e+00  1.28600528e-01  2.75615991e-01  1.50000000e+00  1.98316781e-03  4.55422237e-02 
 7.67875011e-04  1.50000000e+00  1.28600444e-01  2.75615945e-01  1.50000000e+00  1.98316202e-03  4.54956577e-02 
 7.67875013e-04  1.50000000e+00  1.28600259e-01  2.75615841e-01  1.50000000e+00  1.98314931e-03  4.53909662e-02 
 7.67875017e-04  1.50000000e+00  1.28599916e-01  2.75615647e-01  1.50000000e+00  1.98312712e-03  4.51969551e-02 
 7.67875020e-04  1.50000000e+00  1.28599769e-01  2.75615564e-01  1.50000000e+00  1.98311903e-03  4.51138654e-02 
 7.67875021e-04  1.50000000e+00  1.28599788e-01  2.75615574e-01  1.50000000e+00  1.98312091e-03  4.51235500e-02 
 7.67875022e-04  1.50000000e+00  1.28599830e-01  2.75615597e-01  1.50000000e+00  1.98312503e-03  4.51472077e-02 
 7.67875026e-04  1.50000000e+00  1.28599912e-01  2.75615644e-01  1.50000000e+00  1.98313245e-03  4.51935694e-02 
 7.67875032e-04  1.50000000e+00  1.28600041e-01  2.75615716e-01  1.50000000e+00  1.98314315e-03  4.52665838e-02 
 7.67875045e-04  1.50000000e+00  1.28600155e-01  2.75615780e-01  1.50000000e+00  1.98315196e-03  4.53312892e-02 
 7.67875070e-04  1.50000000e+00  1.28600168e-01  2.75615784e-01  1.50000000e+00  1.98315325e-03  4.53385456e-02 
 7.67875122e-04  1.50000000e+00  1.28600163e-01  2.75615776e-01  1.50000000e+00  1.98315345e-03  4.53356959e-02 
 7.67875224e-04  1.50000000e+00  1.28600167e-01  2.75615767e-01  1.50000000e+00  1.98315366e-03  4.53379803e-02 
 7.67875429e-04  1.50000000e+00  1.28600165e-01  2.75615743e-01  1.50000000e+00  1.98315341e-03  4.53368640e-02 
 7.67875838e-04  1.50000000e+00  1.28600169e-01  2.75615701e-01  1.50000000e+00  1.98315336e-03  4.53393879e-02 
 7.67876658e-04  1.50000000e+00  1.28600168e-01  2.75615611e-01  1.50000000e+00  1.98315286e-03  4.53400737e-02 
 7.67878296e-04  1.50000000e+00  1.28600176e-01  2.75615435e-01  1.50000000e+00  1.98315227e-03  4.53456035e-02 
 7.67881573e-04  1.50000000e+00  1.28600185e-01  2.75615076e-01  1.50000000e+00  1.98315077e-03  4.53525787e-02 
 7.67888126e-04  1.50000000e+00  1.28600213e-01  2.75614338e-01  1.50000000e+00  1.98314837e-03  4.53705287e-02 
 7.67901234e-04  1.50000000e+00  1.28600276e-01  2.75612749e-01  1.50000000e+00  1.98314395e-03  4.54023358e-02 
 7.67927448e-04  1.50000000e+00  1.28600457e-01  2.75609107e-01  1.50000000e+00  1.98313794e-03  4.54696467e-02 
 7.67979877e-04  1.50000000e+00  1.28600942e-01  2.75600586e-01  1.50000000e+00  1.98313454e-03  4.55993375e-02 
 7.68000000e-04  1.50000000e+00  1.28601165e-01  2.75597080e-01  1.50000000e+00  1.98313652e-03  4.56506599e-02 
 7.68000001e-04  1.50000000e+00  1.28601223e-01  2.75597112e-01  1.50000000e+00  1.98314055e-03  4.56831279e-02 
 7.68000003e-04  1.50000000e+00  1.28601347e-01  2.75597180e-01  1.50000000e+00  1.98314906e-03  4.57535452e-02 
 7.68000007e-04  1.50000000e+00  1.28601605e-01  2.75597324e-01  1.50000000e+00  1.98316588e-03  4.59013113e-02 
 7.68000010e-04  1.50000000e+00  1.28601705e-01  2.75597379e-01  1.50000000e+00  1.98317131e-03  4.59590888e-02 
 7.68000011e-04  1.50000000e+00  1.28601646e-01  2.75597347e-01  1.50000000e+00  1.98316674e-03  4.59258131e-02 
 7.68000012e-04  1.50000000e+00  1.28601508e-01  2.75597270e-01  1.50000000e+00  1.98315634e-03  4.58470532e-02 
 7.68000016e-04  1.50000000e+00  1.28601227e-01  2.75597112e-01  1.50000000e+00  1.98313634e-03  4.56863586e-02 
 7.68000022e-04  1.50000000e+00  1.28600799e-01  2.75596872e-01  1.50000000e+00  1.98310879e-03  4.54432451e-02 
 7.68000035e-04  1.50000000e+00  1.28600182e-01  2.75596525e-01  1.50000000e+00  1.98307463e-03  4.50946570e-02 
 7.68000060e-04  1.50000000e+00  1.28599000e-01  2.75595862e-01  1.50000000e+00  1.98301682e-03  4.44361143e-02 
 7.68000112e-04  1.50000000e+00  1.28596698e-01  2.75594570e-01  1.50000000e+00  1.98291827e-03  4.31827416e-02 
 7.68000214e-04  1.50000000e+00  1.28592443e-01  2.75592183e-01  1.50000000e+00  1.98275024e-03  4.09665286e-02 
 7.68000419e-04  1.50000000e+00  1.28585168e-01  2.75588128e-01  1.50000000e+00  1.98246435e-03  3.74542152e-02 
 7.68000828e-04  1.50000000e+00  1.28574940e-01  2.75582668e-01  1.50000000e+00  1.98205657e-03  3.30489345e-02 
 7.68001648e-04  1.50000000e+00  1.28565370e-01  2.75578614e-01  1.50000000e+00  1.98165135e-03  2.95068458e-02 
 7.68003286e-04  1.50000000e+00  1.28561213e-01  2.75580000e-01  1.50000000e+00  1.98140119e-03  2.85153724e-02 
 7.68005200e-04  1.50000000e+00  1.28559865e-01  2.75583774e-01  1.50000000e+00  1.98123909e-03  2.86748709e-02 
 7.68008396e-04  1.50000000e+00  1.28556918e-01  2.75589266e-01  1.50000000e+00  1.98094419e-03  2.86533092e-02 
 7.68014506e-04  1.50000000e+00  1.28551752e-01  2.75598290e-01  1.50000000e+00  1.98039651e-03  2.86997757e-02 
 7.68026724e-04  1.50000000e+00  1.28542241e-01  2.75606913e-01  1.50000000e+00  1.97932467e-03  2.87428381e-02 
 7.68051161e-04  1.50000000e+00  1.28526891e-01  2.75578600e-01  1.50000000e+00  1.97728268e-03  2.88539596e-02 
 7.68100035e-04  1.50000000e+00  1.28507592e-01  2.75368501e-01  1.50000000e+00  1.97368482e-03  2.90216970e-02 
 7.68197783e-04  1.50000000e+00  1.28493463e-01  2.74760854e-01  1.50000000e+00  1.96859909e-03  2.93315992e-02 
 7.68322783e-04  1.50000000e+00  1.28490246e-01  2.74288672e-01  1.50000000e+00  1.96519571e-03  2.96791748e-02 
 7.68447783e-04  1.50000000e+00  1.28489132e-01  2.74262610e-01  1.50000000e+00  1.96376261e-03  3.00381574e-02 
 7.68572783e-04  1.50000000e+00  1.28489184e-01  2.74342963e-01  1.50000000e+00  1.96332784e-03  3.03766387e-02 
 7.68697783e-04  1.50000000e+00  1.28489714e-01  2.74416790e-01  1.50000000e+00  1.96338068e-03  3.07258209e-02 
 7.68822783e-04  1.50000000e+00  1.28490340e-01  2.74494474e-01  1.50000000e+00  1.96365145e-03  3.10560215e-02 
 7.68947783e-04  1.50000000e+00  1.28491159e-01  2.74563963e-01  1.50000000e+00  1.96402758e-03  3.13965818e-02 
 7.69072783e-04  1.50000000e+00  1.28492043e-01  2.74630376e-01  1.50000000e+00  1.96445657e-03  3.17191929e-02 
 7.69197783e-04  1.50000000e+00  1.28493066e-01  2.74691410e-01  1.50000000e+00  1.96491589e-03  3.20515656e-02 
 7.69322783e-04  1.50000000e+00  1.28494146e-01  2.74749318e-01  1.50000000e+00  1.96539433e-03  3.23669485e-02 
 7.69447783e-04  1.50000000e+00  1.28495344e-01  2.74803899e-01  1.50000000e+00  1.96588569e-03  3.26915009e-02 
 7.69572783e-04  1.50000000e+00  1.28496592e-01  2.74856095e-01  1.50000000e+00  1.96638686e-03  3.29999772e-02 
 7.69697783e-04  1.50000000e+00  1.28497946e-01  2.74906086e-01  1.50000000e+00  1.96689492e-03  3.33170482e-02 
 7.69822783e-04  1.50000000e+00  1.28499346e-01  2.74954256e-01  1.50000000e+00  1.96740879e-03  3.36189180e-02 
 7.69947783e-04  1.50000000e+00  1.28500844e-01  2.75000784e-01  1.50000000e+00  1.96792629e-03  3.39288259e-02 
 7.70072783e-04  1.50000000e+00  1.28502386e-01  2.75045810e-01  1.50000000e+00  1.96844706e-03  3.42243707e-02 
 7.70197783e-04  1.50000000e+00  1.28504017e-01  2.75089455e-01  1.50000000e+00  1.96896906e-03  3.45274146e-02 
 7.70322783e-04  1.50000000e+00  1.28505689e-01  2.75131746e-01  1.50000000e+00  1.96949231e-03  3.48168986e-02 
 7.70447783e-04  1.50000000e+00  1.28507444e-01  2.75172755e-01  1.50000000e+00  1.97001494e-03  3.51133599e-02 
 7.70572783e-04  1.50000000e+00  1.28509236e-01  2.75212459e-01  1.50000000e+00  1.97053716e-03  3.53970313e-02 
 7.70697783e-04  1.50000000e+00  1.28511104e-01  2.75250896e-01  1.50000000e+00  1.97105694e-03  3.56871750e-02 
