 time            v(clk)          v(vout)         v(vinp)         v(vinn)        
 9.31459965e-06  0.00000000e+00  1.48795654e+00  7.71562998e-01  7.50000000e-01 
 9.31460202e-06  0.00000000e+00  1.48605215e+00  7.71563010e-01  7.50000000e-01 
 9.31460467e-06  0.00000000e+00  1.48491343e+00  7.71563023e-01  7.50000000e-01 
 9.31460667e-06  0.00000000e+00  1.48493814e+00  7.71563033e-01  7.50000000e-01 
 9.31460864e-06  0.00000000e+00  1.48582730e+00  7.71563043e-01  7.50000000e-01 
 9.31461047e-06  0.00000000e+00  1.48728391e+00  7.71563052e-01  7.50000000e-01 
 9.31461244e-06  0.00000000e+00  1.48923784e+00  7.71563062e-01  7.50000000e-01 
 9.31461486e-06  0.00000000e+00  1.49172075e+00  7.71563074e-01  7.50000000e-01 
 9.31461707e-06  0.00000000e+00  1.49373592e+00  7.71563085e-01  7.50000000e-01 
 9.31461942e-06  0.00000000e+00  1.49542945e+00  7.71563097e-01  7.50000000e-01 
 9.31462218e-06  0.00000000e+00  1.49682712e+00  7.71563111e-01  7.50000000e-01 
 9.31462498e-06  0.00000000e+00  1.49772878e+00  7.71563125e-01  7.50000000e-01 
 9.31462853e-06  0.00000000e+00  1.49840181e+00  7.71563143e-01  7.50000000e-01 
 9.31463261e-06  0.00000000e+00  1.49881885e+00  7.71563163e-01  7.50000000e-01 
 9.31463829e-06  0.00000000e+00  1.49912321e+00  7.71563191e-01  7.50000000e-01 
 9.31464445e-06  0.00000000e+00  1.49930787e+00  7.71563222e-01  7.50000000e-01 
 9.31465256e-06  0.00000000e+00  1.49947255e+00  7.71563263e-01  7.50000000e-01 
 9.31466214e-06  0.00000000e+00  1.49961594e+00  7.71563311e-01  7.50000000e-01 
 9.31467576e-06  0.00000000e+00  1.49976071e+00  7.71563379e-01  7.50000000e-01 
 9.31469488e-06  0.00000000e+00  1.49988376e+00  7.71563474e-01  7.50000000e-01 
 9.31472920e-06  0.00000000e+00  1.49998263e+00  7.71563646e-01  7.50000000e-01 
 9.31479786e-06  0.00000000e+00  1.50002567e+00  7.71563989e-01  7.50000000e-01 
 9.31490162e-06  0.00000000e+00  1.50001551e+00  7.71564508e-01  7.50000000e-01 
 9.31494646e-06  0.00000000e+00  1.50000650e+00  7.71564732e-01  7.50000000e-01 
 9.31499793e-06  0.00000000e+00  1.50000114e+00  7.71564990e-01  7.50000000e-01 
 9.31504341e-06  0.00000000e+00  1.49999960e+00  7.71565217e-01  7.50000000e-01 
 9.31508849e-06  0.00000000e+00  1.49999934e+00  7.71565442e-01  7.50000000e-01 
 9.31513277e-06  0.00000000e+00  1.49999941e+00  7.71565664e-01  7.50000000e-01 
 9.31517646e-06  0.00000000e+00  1.49999951e+00  7.71565882e-01  7.50000000e-01 
 9.31521943e-06  0.00000000e+00  1.49999956e+00  7.71566097e-01  7.50000000e-01 
 9.31526593e-06  0.00000000e+00  1.49999958e+00  7.71566330e-01  7.50000000e-01 
 9.31530820e-06  0.00000000e+00  1.49999958e+00  7.71566541e-01  7.50000000e-01 
 9.31535230e-06  0.00000000e+00  1.49999958e+00  7.71566761e-01  7.50000000e-01 
 9.31539325e-06  0.00000000e+00  1.49999958e+00  7.71566966e-01  7.50000000e-01 
 9.31543542e-06  0.00000000e+00  1.49999958e+00  7.71567177e-01  7.50000000e-01 
 9.31547560e-06  0.00000000e+00  1.49999958e+00  7.71567378e-01  7.50000000e-01 
 9.31551664e-06  0.00000000e+00  1.49999958e+00  7.71567583e-01  7.50000000e-01 
 9.31555642e-06  0.00000000e+00  1.49999958e+00  7.71567782e-01  7.50000000e-01 
 9.31559679e-06  0.00000000e+00  1.49999958e+00  7.71567984e-01  7.50000000e-01 
 9.31563631e-06  0.00000000e+00  1.49999958e+00  7.71568182e-01  7.50000000e-01 
 9.31567622e-06  0.00000000e+00  1.49999958e+00  7.71568381e-01  7.50000000e-01 
 9.31571555e-06  0.00000000e+00  1.49999958e+00  7.71568578e-01  7.50000000e-01 
 9.31575601e-06  0.00000000e+00  1.49999958e+00  7.71568780e-01  7.50000000e-01 
 9.31579801e-06  0.00000000e+00  1.49999958e+00  7.71568990e-01  7.50000000e-01 
 9.31584180e-06  0.00000000e+00  1.49999958e+00  7.71569209e-01  7.50000000e-01 
 9.31588757e-06  0.00000000e+00  1.49999958e+00  7.71569438e-01  7.50000000e-01 
 9.31593540e-06  0.00000000e+00  1.49999958e+00  7.71569677e-01  7.50000000e-01 
 9.31598550e-06  0.00000000e+00  1.49999958e+00  7.71569927e-01  7.50000000e-01 
 9.31603804e-06  0.00000000e+00  1.49999958e+00  7.71570190e-01  7.50000000e-01 
 9.31609330e-06  0.00000000e+00  1.49999958e+00  7.71570466e-01  7.50000000e-01 
 9.31615154e-06  0.00000000e+00  1.49999958e+00  7.71570758e-01  7.50000000e-01 
 9.31621315e-06  0.00000000e+00  1.49999958e+00  7.71571066e-01  7.50000000e-01 
 9.31627849e-06  0.00000000e+00  1.49999958e+00  7.71571392e-01  7.50000000e-01 
 9.31634806e-06  0.00000000e+00  1.49999958e+00  7.71571740e-01  7.50000000e-01 
 9.31642240e-06  0.00000000e+00  1.49999958e+00  7.71572112e-01  7.50000000e-01 
 9.31650222e-06  0.00000000e+00  1.49999958e+00  7.71572511e-01  7.50000000e-01 
 9.31658833e-06  0.00000000e+00  1.49999958e+00  7.71572942e-01  7.50000000e-01 
 9.31668175e-06  0.00000000e+00  1.49999958e+00  7.71573409e-01  7.50000000e-01 
 9.31678377e-06  0.00000000e+00  1.49999958e+00  7.71573919e-01  7.50000000e-01 
 9.31689602e-06  0.00000000e+00  1.49999958e+00  7.71574480e-01  7.50000000e-01 
 9.31702060e-06  0.00000000e+00  1.49999958e+00  7.71575103e-01  7.50000000e-01 
 9.31716032e-06  0.00000000e+00  1.49999958e+00  7.71575802e-01  7.50000000e-01 
 9.31731901e-06  0.00000000e+00  1.49999958e+00  7.71576595e-01  7.50000000e-01 
 9.31750202e-06  0.00000000e+00  1.49999958e+00  7.71577510e-01  7.50000000e-01 
 9.31771719e-06  0.00000000e+00  1.49999958e+00  7.71578586e-01  7.50000000e-01 
 9.31797646e-06  0.00000000e+00  1.49999958e+00  7.71579882e-01  7.50000000e-01 
 9.31829923e-06  0.00000000e+00  1.49999958e+00  7.71581496e-01  7.50000000e-01 
 9.31871950e-06  0.00000000e+00  1.49999958e+00  7.71583598e-01  7.50000000e-01 
 9.31930380e-06  0.00000000e+00  1.49999958e+00  7.71586519e-01  7.50000000e-01 
 9.32020584e-06  0.00000000e+00  1.49999958e+00  7.71591029e-01  7.50000000e-01 
 9.32190844e-06  0.00000000e+00  1.49999958e+00  7.71599542e-01  7.50000000e-01 
 9.32531364e-06  0.00000000e+00  1.49999958e+00  7.71616568e-01  7.50000000e-01 
 9.33059795e-06  0.00000000e+00  1.49999958e+00  7.71642990e-01  7.50000000e-01 
 9.33767893e-06  0.00000000e+00  1.49999958e+00  7.71678395e-01  7.50000000e-01 
 9.34795390e-06  0.00000000e+00  1.49999958e+00  7.71729769e-01  7.50000000e-01 
 9.36204910e-06  0.00000000e+00  1.49999958e+00  7.71800246e-01  7.50000000e-01 
 9.37700000e-06  0.00000000e+00  1.49999958e+00  7.71875000e-01  7.50000000e-01 
 9.37700100e-06  1.50000000e-01  1.50001056e+00  7.71875005e-01  7.50000000e-01 
 9.37700300e-06  4.50000000e-01  1.50001903e+00  7.71875015e-01  7.50000000e-01 
 9.37700353e-06  5.28794184e-01  1.50001775e+00  7.71875018e-01  7.50000000e-01 
 9.37700458e-06  6.86382551e-01  1.50001201e+00  7.71875023e-01  7.50000000e-01 
 9.37700557e-06  8.35780909e-01  1.50000318e+00  7.71875028e-01  7.50000000e-01 
 9.37700652e-06  9.77836160e-01  1.49999202e+00  7.71875033e-01  7.50000000e-01 
 9.37700755e-06  1.13214059e+00  1.49997742e+00  7.71875038e-01  7.50000000e-01 
 9.37700852e-06  1.27864438e+00  1.49996135e+00  7.71875043e-01  7.50000000e-01 
 9.37700936e-06  1.40463791e+00  1.49994767e+00  7.71875047e-01  7.50000000e-01 
 9.37701000e-06  1.50000000e+00  1.49993875e+00  7.71875050e-01  7.50000000e-01 
 9.37701007e-06  1.50000000e+00  1.49993743e+00  7.71875050e-01  7.50000000e-01 
 9.37701022e-06  1.50000000e+00  1.49993410e+00  7.71875051e-01  7.50000000e-01 
 9.37701045e-06  1.50000000e+00  1.49992818e+00  7.71875052e-01  7.50000000e-01 
 9.37701071e-06  1.50000000e+00  1.49992173e+00  7.71875054e-01  7.50000000e-01 
 9.37701100e-06  1.50000000e+00  1.49991651e+00  7.71875055e-01  7.50000000e-01 
 9.37701139e-06  1.50000000e+00  1.49991273e+00  7.71875057e-01  7.50000000e-01 
 9.37701195e-06  1.50000000e+00  1.49991304e+00  7.71875060e-01  7.50000000e-01 
 9.37701306e-06  1.50000000e+00  1.49992463e+00  7.71875065e-01  7.50000000e-01 
 9.37701396e-06  1.50000000e+00  1.49993881e+00  7.71875070e-01  7.50000000e-01 
 9.37701484e-06  1.50000000e+00  1.49995315e+00  7.71875074e-01  7.50000000e-01 
 9.37701581e-06  1.50000000e+00  1.49996670e+00  7.71875079e-01  7.50000000e-01 
 9.37701677e-06  1.50000000e+00  1.49997679e+00  7.71875084e-01  7.50000000e-01 
 9.37701795e-06  1.50000000e+00  1.49998408e+00  7.71875090e-01  7.50000000e-01 
 9.37701928e-06  1.50000000e+00  1.49998647e+00  7.71875096e-01  7.50000000e-01 
 9.37702102e-06  1.50000000e+00  1.49998394e+00  7.71875105e-01  7.50000000e-01 
 9.37702284e-06  1.50000000e+00  1.49998216e+00  7.71875114e-01  7.50000000e-01 
 9.37702483e-06  1.50000000e+00  1.49999402e+00  7.71875124e-01  7.50000000e-01 
 9.37702654e-06  1.50000000e+00  1.50001540e+00  7.71875133e-01  7.50000000e-01 
 9.37702837e-06  1.50000000e+00  1.50003839e+00  7.71875142e-01  7.50000000e-01 
 9.37703053e-06  1.50000000e+00  1.50005675e+00  7.71875153e-01  7.50000000e-01 
 9.37703290e-06  1.50000000e+00  1.50006316e+00  7.71875165e-01  7.50000000e-01 
 9.37703508e-06  1.50000000e+00  1.50005875e+00  7.71875175e-01  7.50000000e-01 
 9.37703768e-06  1.50000000e+00  1.50004672e+00  7.71875188e-01  7.50000000e-01 
 9.37704051e-06  1.50000000e+00  1.50003162e+00  7.71875203e-01  7.50000000e-01 
 9.37704433e-06  1.50000000e+00  1.50001471e+00  7.71875222e-01  7.50000000e-01 
 9.37704928e-06  1.50000000e+00  1.50000122e+00  7.71875246e-01  7.50000000e-01 
 9.37705716e-06  1.50000000e+00  1.49999291e+00  7.71875286e-01  7.50000000e-01 
 9.37707074e-06  1.50000000e+00  1.49999210e+00  7.71875354e-01  7.50000000e-01 
 9.37709791e-06  1.50000000e+00  1.49999641e+00  7.71875490e-01  7.50000000e-01 
 9.37713788e-06  1.50000000e+00  1.49999946e+00  7.71875689e-01  7.50000000e-01 
 9.37720303e-06  1.50000000e+00  1.50000015e+00  7.71876015e-01  7.50000000e-01 
 9.37726792e-06  1.50000000e+00  1.49999986e+00  7.71876340e-01  7.50000000e-01 
 9.37735031e-06  1.50000000e+00  1.49999963e+00  7.71876752e-01  7.50000000e-01 
 9.37743296e-06  1.50000000e+00  1.49999957e+00  7.71877165e-01  7.50000000e-01 
 9.37753109e-06  1.50000000e+00  1.49999957e+00  7.71877655e-01  7.50000000e-01 
 9.37763254e-06  1.50000000e+00  1.49999957e+00  7.71878163e-01  7.50000000e-01 
 9.37774949e-06  1.50000000e+00  1.49999958e+00  7.71878747e-01  7.50000000e-01 
 9.37787286e-06  1.50000000e+00  1.49999958e+00  7.71879364e-01  7.50000000e-01 
 9.37801262e-06  1.50000000e+00  1.49999958e+00  7.71880063e-01  7.50000000e-01 
 9.37816202e-06  1.50000000e+00  1.49999958e+00  7.71880810e-01  7.50000000e-01 
 9.37832959e-06  1.50000000e+00  1.49999958e+00  7.71881648e-01  7.50000000e-01 
 9.37851053e-06  1.50000000e+00  1.49999958e+00  7.71882553e-01  7.50000000e-01 
 9.37871249e-06  1.50000000e+00  1.49999958e+00  7.71883562e-01  7.50000000e-01 
 9.37893235e-06  1.50000000e+00  1.49999958e+00  7.71884662e-01  7.50000000e-01 
 9.37917736e-06  1.50000000e+00  1.49999958e+00  7.71885887e-01  7.50000000e-01 
 9.37944596e-06  1.50000000e+00  1.49999958e+00  7.71887230e-01  7.50000000e-01 
 9.37974536e-06  1.50000000e+00  1.49999958e+00  7.71888727e-01  7.50000000e-01 
 9.38007556e-06  1.50000000e+00  1.49999958e+00  7.71890378e-01  7.50000000e-01 
 9.38044411e-06  1.50000000e+00  1.49999958e+00  7.71892221e-01  7.50000000e-01 
 9.38085257e-06  1.50000000e+00  1.49999958e+00  7.71894263e-01  7.50000000e-01 
 9.38130920e-06  1.50000000e+00  1.49999958e+00  7.71896546e-01  7.50000000e-01 
 9.38181731e-06  1.50000000e+00  1.49999958e+00  7.71899087e-01  7.50000000e-01 
 9.38238632e-06  1.50000000e+00  1.49999958e+00  7.71901932e-01  7.50000000e-01 
 9.38302180e-06  1.50000000e+00  1.49999958e+00  7.71905109e-01  7.50000000e-01 
 9.38373525e-06  1.50000000e+00  1.49999958e+00  7.71908676e-01  7.50000000e-01 
 9.38453559e-06  1.50000000e+00  1.49999958e+00  7.71912678e-01  7.50000000e-01 
 9.38543800e-06  1.50000000e+00  1.49999958e+00  7.71917190e-01  7.50000000e-01 
 9.38645652e-06  1.50000000e+00  1.49999958e+00  7.71922283e-01  7.50000000e-01 
 9.38761212e-06  1.50000000e+00  1.49999958e+00  7.71928061e-01  7.50000000e-01 
 9.38892630e-06  1.50000000e+00  1.49999958e+00  7.71934631e-01  7.50000000e-01 
 9.39042859e-06  1.50000000e+00  1.49999958e+00  7.71942143e-01  7.50000000e-01 
 9.39126508e-06  1.50000000e+00  1.49999958e+00  7.71946325e-01  7.50000000e-01 
 9.39179026e-06  1.50000000e+00  1.49999958e+00  7.71948951e-01  7.50000000e-01 
 9.39227414e-06  1.50000000e+00  1.49999958e+00  7.71951371e-01  7.50000000e-01 
 9.39297976e-06  1.50000000e+00  1.49999958e+00  7.71954899e-01  7.50000000e-01 
 9.39335783e-06  1.50000000e+00  1.49999958e+00  7.71956789e-01  7.50000000e-01 
 9.39380444e-06  1.50000000e+00  1.49999957e+00  7.71959022e-01  7.50000000e-01 
 9.39429409e-06  1.50000000e+00  1.49999957e+00  7.71961470e-01  7.50000000e-01 
 9.39484073e-06  1.50000000e+00  1.49999957e+00  7.71964204e-01  7.50000000e-01 
 9.39538952e-06  1.50000000e+00  1.49999956e+00  7.71966948e-01  7.50000000e-01 
 9.39575911e-06  1.50000000e+00  1.49999955e+00  7.71968796e-01  7.50000000e-01 
 9.39605189e-06  1.50000000e+00  1.49999953e+00  7.71970259e-01  7.50000000e-01 
 9.39634230e-06  1.50000000e+00  1.49999959e+00  7.71971711e-01  7.50000000e-01 
 9.39668404e-06  1.50000000e+00  1.50000121e+00  7.71973420e-01  7.50000000e-01 
 9.39702757e-06  1.50000000e+00  1.50001318e+00  7.71975138e-01  7.50000000e-01 
 9.39716661e-06  1.50000000e+00  1.50003284e+00  7.71975833e-01  7.50000000e-01 
 9.39722820e-06  1.50000000e+00  1.50005097e+00  7.71976141e-01  7.50000000e-01 
 9.39730930e-06  1.50000000e+00  1.50008855e+00  7.71976547e-01  7.50000000e-01 
 9.39735922e-06  1.50000000e+00  1.50013531e+00  7.71976796e-01  7.50000000e-01 
 9.39739946e-06  1.50000000e+00  1.50020054e+00  7.71976997e-01  7.50000000e-01 
 9.39743852e-06  1.50000000e+00  1.50029605e+00  7.71977193e-01  7.50000000e-01 
 9.39748761e-06  1.50000000e+00  1.50045018e+00  7.71977438e-01  7.50000000e-01 
 9.39753953e-06  1.50000000e+00  1.50061526e+00  7.71977698e-01  7.50000000e-01 
 9.39757527e-06  1.50000000e+00  1.50071320e+00  7.71977876e-01  7.50000000e-01 
 9.39761888e-06  1.50000000e+00  1.50081027e+00  7.71978094e-01  7.50000000e-01 
 9.39764867e-06  1.50000000e+00  1.50090243e+00  7.71978243e-01  7.50000000e-01 
 9.39767398e-06  1.50000000e+00  1.50104497e+00  7.71978370e-01  7.50000000e-01 
 9.39769610e-06  1.50000000e+00  1.50123739e+00  7.71978481e-01  7.50000000e-01 
 9.39772038e-06  1.50000000e+00  1.50142147e+00  7.71978602e-01  7.50000000e-01 
 9.39774018e-06  1.50000000e+00  1.50143876e+00  7.71978701e-01  7.50000000e-01 
 9.39776142e-06  1.50000000e+00  1.50129908e+00  7.71978807e-01  7.50000000e-01 
 9.39778472e-06  1.50000000e+00  1.50103041e+00  7.71978924e-01  7.50000000e-01 
 9.39781315e-06  1.50000000e+00  1.50068630e+00  7.71979066e-01  7.50000000e-01 
 9.39783770e-06  1.50000000e+00  1.50045051e+00  7.71979189e-01  7.50000000e-01 
 9.39786698e-06  1.50000000e+00  1.50026341e+00  7.71979335e-01  7.50000000e-01 
 9.39789580e-06  1.50000000e+00  1.50015704e+00  7.71979479e-01  7.50000000e-01 
 9.39793526e-06  1.50000000e+00  1.50008188e+00  7.71979676e-01  7.50000000e-01 
 9.39798290e-06  1.50000000e+00  1.50004225e+00  7.71979915e-01  7.50000000e-01 
 9.39805279e-06  1.50000000e+00  1.50001827e+00  7.71980264e-01  7.50000000e-01 
 9.39814332e-06  1.50000000e+00  1.50000415e+00  7.71980717e-01  7.50000000e-01 
 9.39827257e-06  1.50000000e+00  1.49999524e+00  7.71981363e-01  7.50000000e-01 
 9.39842528e-06  1.50000000e+00  1.49999424e+00  7.71982126e-01  7.50000000e-01 
 9.39862330e-06  1.50000000e+00  1.49999587e+00  7.71983117e-01  7.50000000e-01 
 9.39890701e-06  1.50000000e+00  1.49999664e+00  7.71984535e-01  7.50000000e-01 
 9.39911035e-06  1.50000000e+00  1.49999648e+00  7.71985552e-01  7.50000000e-01 
 9.39935514e-06  1.50000000e+00  1.49999644e+00  7.71986776e-01  7.50000000e-01 
 9.39961928e-06  1.50000000e+00  1.49999654e+00  7.71988096e-01  7.50000000e-01 
 9.39998753e-06  1.50000000e+00  1.49999667e+00  7.71989938e-01  7.50000000e-01 
 9.40045253e-06  1.50000000e+00  1.49999682e+00  7.71992263e-01  7.50000000e-01 
 9.40106387e-06  1.50000000e+00  1.49999700e+00  7.71995319e-01  7.50000000e-01 
 9.40184643e-06  1.50000000e+00  1.49999720e+00  7.71999232e-01  7.50000000e-01 
 9.40287321e-06  1.50000000e+00  1.49999742e+00  7.72004366e-01  7.50000000e-01 
 9.40419223e-06  1.50000000e+00  1.49999765e+00  7.72010961e-01  7.50000000e-01 
 9.40570873e-06  1.50000000e+00  1.49999786e+00  7.72018544e-01  7.50000000e-01 
 9.40714273e-06  1.50000000e+00  1.49999802e+00  7.72025714e-01  7.50000000e-01 
 9.40839729e-06  1.50000000e+00  1.49999814e+00  7.72031986e-01  7.50000000e-01 
 9.40922229e-06  1.50000000e+00  1.49999821e+00  7.72036111e-01  7.50000000e-01 
 9.41036189e-06  1.50000000e+00  1.49999830e+00  7.72041809e-01  7.50000000e-01 
 9.41122439e-06  1.50000000e+00  1.49999835e+00  7.72046122e-01  7.50000000e-01 
 9.41218346e-06  1.50000000e+00  1.49999841e+00  7.72050917e-01  7.50000000e-01 
 9.41319790e-06  1.50000000e+00  1.49999847e+00  7.72055989e-01  7.50000000e-01 
 9.41469435e-06  1.50000000e+00  1.49999854e+00  7.72063472e-01  7.50000000e-01 
 9.41722243e-06  1.50000000e+00  1.49999865e+00  7.72076112e-01  7.50000000e-01 
 9.42102513e-06  1.50000000e+00  1.49999877e+00  7.72095126e-01  7.50000000e-01 
 9.42595638e-06  1.50000000e+00  1.49999889e+00  7.72119782e-01  7.50000000e-01 
 9.43315827e-06  1.50000000e+00  1.49999902e+00  7.72155791e-01  7.50000000e-01 
 9.43951000e-06  1.50000000e+00  1.49999910e+00  7.72187550e-01  7.50000000e-01 
 9.43951100e-06  1.35000000e+00  1.49999177e+00  7.72187555e-01  7.50000000e-01 
 9.43951300e-06  1.05000000e+00  1.49998554e+00  7.72187565e-01  7.50000000e-01 
 9.43951359e-06  9.62103515e-01  1.49998613e+00  7.72187568e-01  7.50000000e-01 
 9.43951458e-06  8.13263851e-01  1.49998898e+00  7.72187573e-01  7.50000000e-01 
 9.43951564e-06  6.54596654e-01  1.49999340e+00  7.72187578e-01  7.50000000e-01 
 9.43951713e-06  4.30882714e-01  1.50000117e+00  7.72187586e-01  7.50000000e-01 
 9.43951825e-06  2.63130637e-01  1.50000920e+00  7.72187591e-01  7.50000000e-01 
 9.43951951e-06  7.32295232e-02  1.50002086e+00  7.72187598e-01  7.50000000e-01 
 9.43952000e-06  6.97675251e-11  1.50002545e+00  7.72187600e-01  7.50000000e-01 
 9.43952002e-06  0.00000000e+00  1.50002571e+00  7.72187600e-01  7.50000000e-01 
 9.43952007e-06  0.00000000e+00  1.50002632e+00  7.72187600e-01  7.50000000e-01 
 9.43952016e-06  0.00000000e+00  1.50002793e+00  7.72187601e-01  7.50000000e-01 
 9.43952026e-06  0.00000000e+00  1.50002995e+00  7.72187601e-01  7.50000000e-01 
 9.43952046e-06  0.00000000e+00  1.50003428e+00  7.72187602e-01  7.50000000e-01 
 9.43952068e-06  0.00000000e+00  1.50003896e+00  7.72187603e-01  7.50000000e-01 
 9.43952104e-06  0.00000000e+00  1.50004469e+00  7.72187605e-01  7.50000000e-01 
 9.43952155e-06  0.00000000e+00  1.50004920e+00  7.72187608e-01  7.50000000e-01 
 9.43952256e-06  0.00000000e+00  1.50004958e+00  7.72187613e-01  7.50000000e-01 
 9.43952459e-06  0.00000000e+00  1.50003503e+00  7.72187623e-01  7.50000000e-01 
 9.43952866e-06  0.00000000e+00  1.49999912e+00  7.72187643e-01  7.50000000e-01 
 9.43953188e-06  0.00000000e+00  1.49997592e+00  7.72187659e-01  7.50000000e-01 
 9.43953556e-06  0.00000000e+00  1.49995208e+00  7.72187678e-01  7.50000000e-01 
 9.43953893e-06  0.00000000e+00  1.49993727e+00  7.72187695e-01  7.50000000e-01 
 9.43954274e-06  0.00000000e+00  1.49993400e+00  7.72187714e-01  7.50000000e-01 
 9.43954761e-06  0.00000000e+00  1.49994450e+00  7.72187738e-01  7.50000000e-01 
 9.43955071e-06  0.00000000e+00  1.49995292e+00  7.72187754e-01  7.50000000e-01 
 9.43955340e-06  0.00000000e+00  1.49996267e+00  7.72187767e-01  7.50000000e-01 
 9.43955596e-06  0.00000000e+00  1.49998097e+00  7.72187780e-01  7.50000000e-01 
 9.43955803e-06  0.00000000e+00  1.50000572e+00  7.72187790e-01  7.50000000e-01 
 9.43956039e-06  0.00000000e+00  1.50004988e+00  7.72187802e-01  7.50000000e-01 
 9.43956306e-06  0.00000000e+00  1.50012900e+00  7.72187815e-01  7.50000000e-01 
 9.43956529e-06  0.00000000e+00  1.50022905e+00  7.72187826e-01  7.50000000e-01 
 9.43956703e-06  0.00000000e+00  1.50033618e+00  7.72187835e-01  7.50000000e-01 
 9.43956885e-06  0.00000000e+00  1.50047292e+00  7.72187844e-01  7.50000000e-01 
 9.43957082e-06  0.00000000e+00  1.50062863e+00  7.72187854e-01  7.50000000e-01 
 9.43957300e-06  0.00000000e+00  1.50079473e+00  7.72187865e-01  7.50000000e-01 
 9.43957537e-06  0.00000000e+00  1.50096247e+00  7.72187877e-01  7.50000000e-01 
 9.43957821e-06  0.00000000e+00  1.50109835e+00  7.72187891e-01  7.50000000e-01 
 9.43958104e-06  0.00000000e+00  1.50101726e+00  7.72187905e-01  7.50000000e-01 
 9.43958354e-06  0.00000000e+00  1.50059040e+00  7.72187918e-01  7.50000000e-01 
 9.43958599e-06  0.00000000e+00  1.49973103e+00  7.72187930e-01  7.50000000e-01 
 9.43958869e-06  0.00000000e+00  1.49822481e+00  7.72187943e-01  7.50000000e-01 
 9.43959145e-06  0.00000000e+00  1.49605248e+00  7.72187957e-01  7.50000000e-01 
 9.43959399e-06  0.00000000e+00  1.49366435e+00  7.72187970e-01  7.50000000e-01 
 9.43959570e-06  0.00000000e+00  1.49194634e+00  7.72187978e-01  7.50000000e-01 
 9.43959750e-06  0.00000000e+00  1.49009648e+00  7.72187987e-01  7.50000000e-01 
 9.43959966e-06  0.00000000e+00  1.48794907e+00  7.72187998e-01  7.50000000e-01 
 9.43960204e-06  0.00000000e+00  1.48604757e+00  7.72188010e-01  7.50000000e-01 
 9.43960468e-06  0.00000000e+00  1.48491465e+00  7.72188023e-01  7.50000000e-01 
 9.43960668e-06  0.00000000e+00  1.48494347e+00  7.72188033e-01  7.50000000e-01 
 9.43960865e-06  0.00000000e+00  1.48583812e+00  7.72188043e-01  7.50000000e-01 
 9.43961048e-06  0.00000000e+00  1.48729750e+00  7.72188052e-01  7.50000000e-01 
 9.43961245e-06  0.00000000e+00  1.48925315e+00  7.72188062e-01  7.50000000e-01 
 9.43961488e-06  0.00000000e+00  1.49174063e+00  7.72188074e-01  7.50000000e-01 
 9.43961709e-06  0.00000000e+00  1.49375211e+00  7.72188085e-01  7.50000000e-01 
 9.43961944e-06  0.00000000e+00  1.49544315e+00  7.72188097e-01  7.50000000e-01 
 9.43962220e-06  0.00000000e+00  1.49683702e+00  7.72188111e-01  7.50000000e-01 
 9.43962500e-06  0.00000000e+00  1.49773682e+00  7.72188125e-01  7.50000000e-01 
 9.43962855e-06  0.00000000e+00  1.49840780e+00  7.72188143e-01  7.50000000e-01 
 9.43963264e-06  0.00000000e+00  1.49882365e+00  7.72188163e-01  7.50000000e-01 
 9.43963832e-06  0.00000000e+00  1.49912690e+00  7.72188192e-01  7.50000000e-01 
 9.43964449e-06  0.00000000e+00  1.49931075e+00  7.72188222e-01  7.50000000e-01 
 9.43965261e-06  0.00000000e+00  1.49947488e+00  7.72188263e-01  7.50000000e-01 
 9.43966220e-06  0.00000000e+00  1.49961780e+00  7.72188311e-01  7.50000000e-01 
 9.43967586e-06  0.00000000e+00  1.49976213e+00  7.72188379e-01  7.50000000e-01 
 9.43969501e-06  0.00000000e+00  1.49988470e+00  7.72188475e-01  7.50000000e-01 
 9.43972947e-06  0.00000000e+00  1.49998310e+00  7.72188647e-01  7.50000000e-01 
 9.43979839e-06  0.00000000e+00  1.50002565e+00  7.72188992e-01  7.50000000e-01 
 9.43990193e-06  0.00000000e+00  1.50001537e+00  7.72189510e-01  7.50000000e-01 
 9.43994675e-06  0.00000000e+00  1.50000643e+00  7.72189734e-01  7.50000000e-01 
 9.43999825e-06  0.00000000e+00  1.50000112e+00  7.72189991e-01  7.50000000e-01 
 9.44004374e-06  0.00000000e+00  1.49999960e+00  7.72190219e-01  7.50000000e-01 
 9.44008883e-06  0.00000000e+00  1.49999934e+00  7.72190444e-01  7.50000000e-01 
 9.44013311e-06  0.00000000e+00  1.49999941e+00  7.72190666e-01  7.50000000e-01 
 9.44017681e-06  0.00000000e+00  1.49999951e+00  7.72190884e-01  7.50000000e-01 
 9.44021977e-06  0.00000000e+00  1.49999956e+00  7.72191099e-01  7.50000000e-01 
 9.44026628e-06  0.00000000e+00  1.49999958e+00  7.72191331e-01  7.50000000e-01 
 9.44030854e-06  0.00000000e+00  1.49999958e+00  7.72191543e-01  7.50000000e-01 
 9.44035265e-06  0.00000000e+00  1.49999958e+00  7.72191763e-01  7.50000000e-01 
 9.44039360e-06  0.00000000e+00  1.49999958e+00  7.72191968e-01  7.50000000e-01 
 9.44043577e-06  0.00000000e+00  1.49999958e+00  7.72192179e-01  7.50000000e-01 
 9.44047595e-06  0.00000000e+00  1.49999958e+00  7.72192380e-01  7.50000000e-01 
 9.44051699e-06  0.00000000e+00  1.49999958e+00  7.72192585e-01  7.50000000e-01 
