 v-sweep         v(vout_comp)    v(vinp)         v(vinn)         v(dvout_comp)  
 7.50888000e-01  7.20260837e-02  7.50888000e-01  7.50000000e-01  1.82868245e+03 
 7.50889000e-01  7.38768074e-02  7.50889000e-01  7.50000000e-01  1.87324077e+03 
 7.50890000e-01  7.57725638e-02  7.50890000e-01  7.50000000e-01  1.91875575e+03 
 7.50891000e-01  7.77143180e-02  7.50891000e-01  7.50000000e-01  1.96524260e+03 
 7.50892000e-01  7.97030487e-02  7.50892000e-01  7.50000000e-01  2.01271511e+03 
 7.50893000e-01  8.17397484e-02  7.50893000e-01  7.50000000e-01  2.06118690e+03 
 7.50894000e-01  8.38254232e-02  7.50894000e-01  7.50000000e-01  2.11067138e+03 
 7.50895000e-01  8.59610924e-02  7.50895000e-01  7.50000000e-01  2.16118313e+03 
 7.50896000e-01  8.81477885e-02  7.50896000e-01  7.50000000e-01  2.21273227e+03 
 7.50897000e-01  9.03865566e-02  7.50897000e-01  7.50000000e-01  2.26533279e+03 
 7.50898000e-01  9.26784543e-02  7.50898000e-01  7.50000000e-01  2.31899698e+03 
 7.50899000e-01  9.50245514e-02  7.50899000e-01  7.50000000e-01  2.37373676e+03 
 7.50900000e-01  9.74259293e-02  7.50900000e-01  7.50000000e-01  2.42956522e+03 
 7.50901000e-01  9.98836808e-02  7.50901000e-01  7.50000000e-01  2.48649037e+03 
 7.50902000e-01  1.02398910e-01  7.50902000e-01  7.50000000e-01  2.54452437e+03 
 7.50903000e-01  1.04972730e-01  7.50903000e-01  7.50000000e-01  2.60367737e+03 
 7.50904000e-01  1.07606265e-01  7.50904000e-01  7.50000000e-01  2.66395893e+03 
 7.50905000e-01  1.10300649e-01  7.50905000e-01  7.50000000e-01  2.72537980e+03 
 7.50906000e-01  1.13057024e-01  7.50906000e-01  7.50000000e-01  2.78794492e+03 
 7.50907000e-01  1.15876539e-01  7.50907000e-01  7.50000000e-01  2.85166370e+03 
 7.50908000e-01  1.18760352e-01  7.50908000e-01  7.50000000e-01  2.91654493e+03 
 7.50909000e-01  1.21709626e-01  7.50909000e-01  7.50000000e-01  2.98259125e+03 
 7.50910000e-01  1.24725532e-01  7.50910000e-01  7.50000000e-01  3.04980796e+03 
 7.50911000e-01  1.27809245e-01  7.50911000e-01  7.50000000e-01  3.11820526e+03 
 7.50912000e-01  1.30961943e-01  7.50912000e-01  7.50000000e-01  3.18778116e+03 
 7.50913000e-01  1.34184808e-01  7.50913000e-01  7.50000000e-01  3.25854022e+03 
 7.50914000e-01  1.37479024e-01  7.50914000e-01  7.50000000e-01  3.33048613e+03 
 7.50915000e-01  1.40845778e-01  7.50915000e-01  7.50000000e-01  3.40361548e+03 
 7.50916000e-01  1.44286254e-01  7.50916000e-01  7.50000000e-01  3.47792975e+03 
 7.50917000e-01  1.47801637e-01  7.50917000e-01  7.50000000e-01  3.55342725e+03 
 7.50918000e-01  1.51393109e-01  7.50918000e-01  7.50000000e-01  3.63010503e+03 
 7.50919000e-01  1.55061849e-01  7.50919000e-01  7.50000000e-01  3.70795888e+03 
 7.50920000e-01  1.58809029e-01  7.50920000e-01  7.50000000e-01  3.78698544e+03 
 7.50921000e-01  1.62635818e-01  7.50921000e-01  7.50000000e-01  3.86717336e+03 
 7.50922000e-01  1.66543376e-01  7.50922000e-01  7.50000000e-01  3.94851636e+03 
 7.50923000e-01  1.70532852e-01  7.50923000e-01  7.50000000e-01  4.03100681e+03 
 7.50924000e-01  1.74605386e-01  7.50924000e-01  7.50000000e-01  4.11462856e+03 
 7.50925000e-01  1.78762107e-01  7.50925000e-01  7.50000000e-01  4.19936835e+03 
 7.50926000e-01  1.83004127e-01  7.50926000e-01  7.50000000e-01  4.28521840e+03 
 7.50927000e-01  1.87332543e-01  7.50927000e-01  7.50000000e-01  4.37215739e+03 
 7.50928000e-01  1.91748437e-01  7.50928000e-01  7.50000000e-01  4.46016195e+03 
 7.50929000e-01  1.96252869e-01  7.50929000e-01  7.50000000e-01  4.54921906e+03 
 7.50930000e-01  2.00846878e-01  7.50930000e-01  7.50000000e-01  4.63930654e+03 
 7.50931000e-01  2.05531481e-01  7.50931000e-01  7.50000000e-01  4.73039518e+03 
 7.50932000e-01  2.10307668e-01  7.50932000e-01  7.50000000e-01  4.82246121e+03 
 7.50933000e-01  2.15176404e-01  7.50933000e-01  7.50000000e-01  4.91547629e+03 
 7.50934000e-01  2.20138623e-01  7.50934000e-01  7.50000000e-01  5.00941258e+03 
 7.50935000e-01  2.25195227e-01  7.50935000e-01  7.50000000e-01  5.10423223e+03 
 7.50936000e-01  2.30347086e-01  7.50936000e-01  7.50000000e-01  5.19990298e+03 
 7.50937000e-01  2.35595033e-01  7.50937000e-01  7.50000000e-01  5.29638772e+03 
 7.50938000e-01  2.40939863e-01  7.50938000e-01  7.50000000e-01  5.39364704e+03 
 7.50939000e-01  2.46382329e-01  7.50939000e-01  7.50000000e-01  5.49164195e+03 
 7.50940000e-01  2.51923144e-01  7.50940000e-01  7.50000000e-01  5.59032291e+03 
 7.50941000e-01  2.57562974e-01  7.50941000e-01  7.50000000e-01  5.68964618e+03 
 7.50942000e-01  2.63302437e-01  7.50942000e-01  7.50000000e-01  5.78956287e+03 
 7.50943000e-01  2.69142101e-01  7.50943000e-01  7.50000000e-01  5.89002172e+03 
 7.50944000e-01  2.75082483e-01  7.50944000e-01  7.50000000e-01  5.99097182e+03 
 7.50945000e-01  2.81124042e-01  7.50945000e-01  7.50000000e-01  6.09235143e+03 
 7.50946000e-01  2.87267184e-01  7.50946000e-01  7.50000000e-01  6.19410477e+03 
 7.50947000e-01  2.93512252e-01  7.50947000e-01  7.50000000e-01  6.29617371e+03 
 7.50948000e-01  2.99859527e-01  7.50948000e-01  7.50000000e-01  6.39848632e+03 
 7.50949000e-01  3.06309227e-01  7.50949000e-01  7.50000000e-01  6.50098535e+03 
 7.50950000e-01  3.12861502e-01  7.50950000e-01  7.50000000e-01  6.60360267e+03 
 7.50951000e-01  3.19516432e-01  7.50951000e-01  7.50000000e-01  6.70626212e+03 
 7.50952000e-01  3.26274026e-01  7.50952000e-01  7.50000000e-01  6.80889380e+03 
 7.50953000e-01  3.33134221e-01  7.50953000e-01  7.50000000e-01  6.91142560e+03 
 7.50954000e-01  3.40096874e-01  7.50954000e-01  7.50000000e-01  7.01377469e+03 
 7.50955000e-01  3.47161768e-01  7.50955000e-01  7.50000000e-01  7.11586185e+03 
 7.50956000e-01  3.54328603e-01  7.50956000e-01  7.50000000e-01  7.21761430e+03 
 7.50957000e-01  3.61596997e-01  7.50957000e-01  7.50000000e-01  7.31894315e+03 
 7.50958000e-01  3.68966485e-01  7.50958000e-01  7.50000000e-01  7.41975777e+03 
 7.50959000e-01  3.76436515e-01  7.50959000e-01  7.50000000e-01  7.51997977e+03 
 7.50960000e-01  3.84006448e-01  7.50960000e-01  7.50000000e-01  7.61952065e+03 
 7.50961000e-01  3.91675555e-01  7.50961000e-01  7.50000000e-01  7.71828494e+03 
 7.50962000e-01  3.99443018e-01  7.50962000e-01  7.50000000e-01  7.81618405e+03 
 7.50963000e-01  4.07307925e-01  7.50963000e-01  7.50000000e-01  7.91312807e+03 
 7.50964000e-01  4.15269271e-01  7.50964000e-01  7.50000000e-01  8.00901790e+03 
 7.50965000e-01  4.23325959e-01  7.50965000e-01  7.50000000e-01  8.10376158e+03 
 7.50966000e-01  4.31476794e-01  7.50966000e-01  7.50000000e-01  8.19726365e+03 
 7.50967000e-01  4.39720487e-01  7.50967000e-01  7.50000000e-01  8.28942802e+03 
 7.50968000e-01  4.48055651e-01  7.50968000e-01  7.50000000e-01  8.38016065e+03 
 7.50969000e-01  4.56480805e-01  7.50969000e-01  7.50000000e-01  8.46935969e+03 
 7.50970000e-01  4.64994369e-01  7.50970000e-01  7.50000000e-01  8.55692838e+03 
 7.50971000e-01  4.73594666e-01  7.50971000e-01  7.50000000e-01  8.64277718e+03 
 7.50972000e-01  4.82279924e-01  7.50972000e-01  7.50000000e-01  8.72680472e+03 
 7.50973000e-01  4.91048273e-01  7.50973000e-01  7.50000000e-01  8.80891056e+03 
 7.50974000e-01  4.99897747e-01  7.50974000e-01  7.50000000e-01  8.88900642e+03 
 7.50975000e-01  5.08826289e-01  7.50975000e-01  7.50000000e-01  8.96699788e+03 
 7.50976000e-01  5.17831743e-01  7.50976000e-01  7.50000000e-01  9.04278959e+03 
 7.50977000e-01  5.26911864e-01  7.50977000e-01  7.50000000e-01  9.11628783e+03 
 7.50978000e-01  5.36064316e-01  7.50978000e-01  7.50000000e-01  9.18740270e+03 
 7.50979000e-01  5.45286671e-01  7.50979000e-01  7.50000000e-01  9.25604987e+03 
 7.50980000e-01  5.54576418e-01  7.50980000e-01  7.50000000e-01  9.32214287e+03 
 7.50981000e-01  5.63930957e-01  7.50981000e-01  7.50000000e-01  9.38559408e+03 
 7.50982000e-01  5.73347607e-01  7.50982000e-01  7.50000000e-01  9.44632385e+03 
 7.50983000e-01  5.82823606e-01  7.50983000e-01  7.50000000e-01  9.50425494e+03 
 7.50984000e-01  5.92356115e-01  7.50984000e-01  7.50000000e-01  9.55930823e+03 
 7.50985000e-01  6.01942221e-01  7.50985000e-01  7.50000000e-01  9.61141256e+03 
 7.50986000e-01  6.11578940e-01  7.50986000e-01  7.50000000e-01  9.66049842e+03 
 7.50987000e-01  6.21263219e-01  7.50987000e-01  7.50000000e-01  9.70649981e+03 
 7.50988000e-01  6.30991940e-01  7.50988000e-01  7.50000000e-01  9.74935556e+03 
 7.50989000e-01  6.40761929e-01  7.50989000e-01  7.50000000e-01  9.78900481e+03 
 7.50990000e-01  6.50569949e-01  7.50990000e-01  7.50000000e-01  9.82539435e+03 
 7.50991000e-01  6.60412717e-01  7.50991000e-01  7.50000000e-01  9.85847392e+03 
 7.50992000e-01  6.70286898e-01  7.50992000e-01  7.50000000e-01  9.88819758e+03 
 7.50993000e-01  6.80189113e-01  7.50993000e-01  7.50000000e-01  9.91452455e+03 
 7.50994000e-01  6.90115946e-01  7.50994000e-01  7.50000000e-01  9.93741646e+03 
 7.50995000e-01  7.00063946e-01  7.50995000e-01  7.50000000e-01  9.95684189e+03 
 7.50996000e-01  7.10029630e-01  7.50996000e-01  7.50000000e-01  9.97277343e+03 
 7.50997000e-01  7.20009493e-01  7.50997000e-01  7.50000000e-01  9.98518853e+03 
 7.50998000e-01  7.30000007e-01  7.50998000e-01  7.50000000e-01  9.99406979e+03 
 7.50999000e-01  7.39997632e-01  7.50999000e-01  7.50000000e-01  9.99940410e+03 
 7.51000000e-01  7.49998815e-01  7.51000000e-01  7.50000000e-01  1.00011842e+04 
 7.51001000e-01  7.60000000e-01  7.51001000e-01  7.50000000e-01  9.99940747e+03 
 7.51002000e-01  7.69997630e-01  7.51002000e-01  7.50000000e-01  9.99407651e+03 
 7.51003000e-01  7.79988153e-01  7.51003000e-01  7.50000000e-01  9.98519858e+03 
 7.51004000e-01  7.89968028e-01  7.51004000e-01  7.50000000e-01  9.97278678e+03 
 7.51005000e-01  7.99933727e-01  7.51005000e-01  7.50000000e-01  9.95685850e+03 
 7.51006000e-01  8.09881745e-01  7.51006000e-01  7.50000000e-01  9.93743628e+03 
 7.51007000e-01  8.19808599e-01  7.51007000e-01  7.50000000e-01  9.91454752e+03 
 7.51008000e-01  8.29710839e-01  7.51008000e-01  7.50000000e-01  9.88822364e+03 
 7.51009000e-01  8.39585047e-01  7.51009000e-01  7.50000000e-01  9.85850299e+03 
 7.51010000e-01  8.49427845e-01  7.51010000e-01  7.50000000e-01  9.82542634e+03 
 7.51011000e-01  8.59235900e-01  7.51011000e-01  7.50000000e-01  9.78903963e+03 
 7.51012000e-01  8.69005924e-01  7.51012000e-01  7.50000000e-01  9.74939311e+03 
 7.51013000e-01  8.78734685e-01  7.51013000e-01  7.50000000e-01  9.70653998e+03 
 7.51014000e-01  8.88419005e-01  7.51014000e-01  7.50000000e-01  9.66054110e+03 
 7.51015000e-01  8.98055768e-01  7.51015000e-01  7.50000000e-01  9.61145762e+03 
 7.51016000e-01  9.07641920e-01  7.51016000e-01  7.50000000e-01  9.55935556e+03 
 7.51017000e-01  9.17174478e-01  7.51017000e-01  7.50000000e-01  9.50430440e+03 
 7.51018000e-01  9.26650528e-01  7.51018000e-01  7.50000000e-01  9.44637530e+03 
 7.51019000e-01  9.36067230e-01  7.51019000e-01  7.50000000e-01  9.38564739e+03 
 7.51020000e-01  9.45421823e-01  7.51020000e-01  7.50000000e-01  9.32219791e+03 
 7.51021000e-01  9.54711626e-01  7.51021000e-01  7.50000000e-01  9.25610834e+03 
 7.51022000e-01  9.63934039e-01  7.51022000e-01  7.50000000e-01  9.18746268e+03 
 7.51023000e-01  9.73086549e-01  7.51023000e-01  7.50000000e-01  9.11634515e+03 
 7.51024000e-01  9.82166731e-01  7.51024000e-01  7.50000000e-01  9.04284798e+03 
 7.51025000e-01  9.91172246e-01  7.51025000e-01  7.50000000e-01  8.96705933e+03 
 7.51026000e-01  1.00010085e+00  7.51026000e-01  7.50000000e-01  8.88907091e+03 
 7.51027000e-01  1.00895039e+00  7.51027000e-01  7.50000000e-01  8.80897581e+03 
 7.51028000e-01  1.01771880e+00  7.51028000e-01  7.50000000e-01  8.72686598e+03 
 7.51029000e-01  1.02640412e+00  7.51029000e-01  7.50000000e-01  8.64284116e+03 
 7.51030000e-01  1.03500448e+00  7.51030000e-01  7.50000000e-01  8.55699505e+03 
 7.51031000e-01  1.04351811e+00  7.51031000e-01  7.50000000e-01  8.46942409e+03 
 7.51032000e-01  1.05194333e+00  7.51032000e-01  7.50000000e-01  8.38022506e+03 
 7.51033000e-01  1.06027856e+00  7.51033000e-01  7.50000000e-01  8.28949232e+03 
 7.51034000e-01  1.06852231e+00  7.51034000e-01  7.50000000e-01  8.19732771e+03 
 7.51035000e-01  1.07667321e+00  7.51035000e-01  7.50000000e-01  8.10382528e+03 
 7.51036000e-01  1.08472996e+00  7.51036000e-01  7.50000000e-01  8.00907848e+03 
 7.51037000e-01  1.09269137e+00  7.51037000e-01  7.50000000e-01  7.91318803e+03 
 7.51038000e-01  1.10055634e+00  7.51038000e-01  7.50000000e-01  7.81624871e+03 
 7.51039000e-01  1.10832387e+00  7.51039000e-01  7.50000000e-01  7.71834610e+03 
 7.51040000e-01  1.11599304e+00  7.51040000e-01  7.50000000e-01  7.61958094e+03 
 7.51041000e-01  1.12356303e+00  7.51041000e-01  7.50000000e-01  7.52004186e+03 
 7.51042000e-01  1.13103312e+00  7.51042000e-01  7.50000000e-01  7.41981604e+03 
 7.51043000e-01  1.13840266e+00  7.51043000e-01  7.50000000e-01  7.31899749e+03 
 7.51044000e-01  1.14567112e+00  7.51044000e-01  7.50000000e-01  7.21767024e+03 
 7.51045000e-01  1.15283801e+00  7.51045000e-01  7.50000000e-01  7.11591936e+03 
 7.51046000e-01  1.15990295e+00  7.51046000e-01  7.50000000e-01  7.01382805e+03 
 7.51047000e-01  1.16686566e+00  7.51047000e-01  7.50000000e-01  6.91147759e+03 
 7.51048000e-01  1.17372591e+00  7.51048000e-01  7.50000000e-01  6.80894436e+03 
 7.51049000e-01  1.18048355e+00  7.51049000e-01  7.50000000e-01  6.70631121e+03 
 7.51050000e-01  1.18713853e+00  7.51050000e-01  7.50000000e-01  6.60365027e+03 
 7.51051000e-01  1.19369085e+00  7.51051000e-01  7.50000000e-01  6.50103427e+03 
 7.51052000e-01  1.20014059e+00  7.51052000e-01  7.50000000e-01  6.39853367e+03 
 7.51053000e-01  1.20648791e+00  7.51053000e-01  7.50000000e-01  6.29621380e+03 
 7.51054000e-01  1.21273302e+00  7.51054000e-01  7.50000000e-01  6.19414611e+03 
 7.51055000e-01  1.21887621e+00  7.51055000e-01  7.50000000e-01  6.09239115e+03 
 7.51056000e-01  1.22491781e+00  7.51056000e-01  7.50000000e-01  5.99100712e+03 
 7.51057000e-01  1.23085822e+00  7.51057000e-01  7.50000000e-01  5.89005821e+03 
 7.51058000e-01  1.23669792e+00  7.51058000e-01  7.50000000e-01  5.78959775e+03 
 7.51059000e-01  1.24243742e+00  7.51059000e-01  7.50000000e-01  5.68967944e+03 
 7.51060000e-01  1.24807728e+00  7.51060000e-01  7.50000000e-01  5.59035457e+03 
 7.51061000e-01  1.25361813e+00  7.51061000e-01  7.50000000e-01  5.49167202e+03 
 7.51062000e-01  1.25906063e+00  7.51062000e-01  7.50000000e-01  5.39367825e+03 
 7.51063000e-01  1.26440548e+00  7.51063000e-01  7.50000000e-01  5.29641466e+03 
 7.51064000e-01  1.26965346e+00  7.51064000e-01  7.50000000e-01  5.19992838e+03 
 7.51065000e-01  1.27480534e+00  7.51065000e-01  7.50000000e-01  5.10425611e+03 
 7.51066000e-01  1.27986197e+00  7.51066000e-01  7.50000000e-01  5.00943235e+03 
 7.51067000e-01  1.28482421e+00  7.51067000e-01  7.50000000e-01  4.91549722e+03 
 7.51068000e-01  1.28969296e+00  7.51068000e-01  7.50000000e-01  4.82248328e+03 
 7.51069000e-01  1.29446917e+00  7.51069000e-01  7.50000000e-01  4.73041328e+03 
 7.51070000e-01  1.29915379e+00  7.51070000e-01  7.50000000e-01  4.63932075e+03 
 7.51071000e-01  1.30374782e+00  7.51071000e-01  7.50000000e-01  4.54923693e+03 
 7.51072000e-01  1.30825226e+00  7.51072000e-01  7.50000000e-01  4.46017850e+03 
 7.51073000e-01  1.31266817e+00  7.51073000e-01  7.50000000e-01  4.37216779e+03 
 7.51074000e-01  1.31699660e+00  7.51074000e-01  7.50000000e-01  4.28523000e+03 
 7.51075000e-01  1.32123863e+00  7.51075000e-01  7.50000000e-01  4.19938113e+03 
 7.51076000e-01  1.32539536e+00  7.51076000e-01  7.50000000e-01  4.11463549e+03 
 7.51077000e-01  1.32946790e+00  7.51077000e-01  7.50000000e-01  4.03101265e+03 
 7.51078000e-01  1.33345739e+00  7.51078000e-01  7.50000000e-01  3.94852572e+03 
 7.51079000e-01  1.33736495e+00  7.51079000e-01  7.50000000e-01  3.86717941e+03 
 7.51080000e-01  1.34119175e+00  7.51080000e-01  7.50000000e-01  3.78698829e+03 
 7.51081000e-01  1.34493893e+00  7.51081000e-01  7.50000000e-01  3.70796515e+03 
 7.51082000e-01  1.34860767e+00  7.51082000e-01  7.50000000e-01  3.63011035e+03 
 7.51083000e-01  1.35219915e+00  7.51083000e-01  7.50000000e-01  3.55342955e+03 
 7.51084000e-01  1.35571453e+00  7.51084000e-01  7.50000000e-01  3.47793122e+03 
 7.51085000e-01  1.35915501e+00  7.51085000e-01  7.50000000e-01  3.40361614e+03 
 7.51086000e-01  1.36252177e+00  7.51086000e-01  7.50000000e-01  3.33048401e+03 
 7.51087000e-01  1.36581598e+00  7.51087000e-01  7.50000000e-01  3.25853939e+03 
 7.51088000e-01  1.36903885e+00  7.51088000e-01  7.50000000e-01  3.18777964e+03 
 7.51089000e-01  1.37219154e+00  7.51089000e-01  7.50000000e-01  3.11820308e+03 
 7.51090000e-01  1.37527525e+00  7.51090000e-01  7.50000000e-01  3.04980703e+03 
 7.51091000e-01  1.37829116e+00  7.51091000e-01  7.50000000e-01  2.98258785e+03 
 7.51092000e-01  1.38124043e+00  7.51092000e-01  7.50000000e-01  2.91654099e+03 
 7.51093000e-01  1.38412423e+00  7.51093000e-01  7.50000000e-01  2.85165923e+03 
 7.51094000e-01  1.38694375e+00  7.51094000e-01  7.50000000e-01  2.78793996e+03 
 7.51095000e-01  1.38970011e+00  7.51095000e-01  7.50000000e-01  2.72537437e+03 
 7.51096000e-01  1.39239449e+00  7.51096000e-01  7.50000000e-01  2.66395308e+03 
 7.51097000e-01  1.39502802e+00  7.51097000e-01  7.50000000e-01  2.60367111e+03 
 7.51098000e-01  1.39760184e+00  7.51098000e-01  7.50000000e-01  2.54451774e+03 
 7.51099000e-01  1.40011706e+00  7.51099000e-01  7.50000000e-01  2.48648338e+03 
 7.51100000e-01  1.40257480e+00  7.51100000e-01  7.50000000e-01  2.42955791e+03 
 7.51101000e-01  1.40497617e+00  7.51101000e-01  7.50000000e-01  2.37372915e+03 
 7.51102000e-01  1.40732226e+00  7.51102000e-01  7.50000000e-01  2.31898910e+03 
 7.51103000e-01  1.40961415e+00  7.51103000e-01  7.50000000e-01  2.26532467e+03 
 7.51104000e-01  1.41185291e+00  7.51104000e-01  7.50000000e-01  2.21272392e+03 
 7.51105000e-01  1.41403960e+00  7.51105000e-01  7.50000000e-01  2.16117457e+03 
 7.51106000e-01  1.41617526e+00  7.51106000e-01  7.50000000e-01  2.11066402e+03 
 7.51107000e-01  1.41826093e+00  7.51107000e-01  7.50000000e-01  2.06117934e+03 
 7.51108000e-01  1.42029762e+00  7.51108000e-01  7.50000000e-01  2.01270605e+03 
 7.51109000e-01  1.42228634e+00  7.51109000e-01  7.50000000e-01  1.96523211e+03 
 7.51110000e-01  1.42422808e+00  7.51110000e-01  7.50000000e-01  1.91874517e+03 
 7.51111000e-01  1.42612383e+00  7.51111000e-01  7.50000000e-01  1.87323136e+03 
 7.51112000e-01  1.42797455e+00  7.51112000e-01  7.50000000e-01  1.82867419e+03 
 7.51113000e-01  1.42978118e+00  7.51113000e-01  7.50000000e-01  1.78505964e+03 
 7.51114000e-01  1.43154467e+00  7.51114000e-01  7.50000000e-01  1.74237593e+03 
 7.51115000e-01  1.43326593e+00  7.51115000e-01  7.50000000e-01  1.70060753e+03 
 7.51116000e-01  1.43494588e+00  7.51116000e-01  7.50000000e-01  1.65973896e+03 
 7.51117000e-01  1.43658541e+00  7.51117000e-01  7.50000000e-01  1.61975807e+03 
 7.51118000e-01  1.43818540e+00  7.51118000e-01  7.50000000e-01  1.58064926e+03 
 7.51119000e-01  1.43974671e+00  7.51119000e-01  7.50000000e-01  1.54239808e+03 
 7.51120000e-01  1.44127019e+00  7.51120000e-01  7.50000000e-01  1.50499005e+03 
 7.51121000e-01  1.44275669e+00  7.51121000e-01  7.50000000e-01  1.46840973e+03 
 7.51122000e-01  1.44420701e+00  7.51122000e-01  7.50000000e-01  7.16176274e+02 
 7.51123000e-01  1.44418906e+00  7.51123000e-01  7.50000000e-01  7.07484278e+02 
 7.51124000e-01  1.44562198e+00  7.51124000e-01  7.50000000e-01  1.40665607e+03 
 7.51125000e-01  1.44700237e+00  7.51125000e-01  7.50000000e-01  1.36350041e+03 
 7.51126000e-01  1.44834898e+00  7.51126000e-01  7.50000000e-01  1.33009142e+03 
 7.51127000e-01  1.44966256e+00  7.51127000e-01  7.50000000e-01  1.29744059e+03 
 7.51128000e-01  1.45094386e+00  7.51128000e-01  7.50000000e-01  1.26553290e+03 
 7.51129000e-01  1.45219362e+00  7.51129000e-01  7.50000000e-01  1.23435438e+03 
 7.51130000e-01  1.45341257e+00  7.51130000e-01  7.50000000e-01  1.20389119e+03 
 7.51131000e-01  1.45460140e+00  7.51131000e-01  7.50000000e-01  1.17412875e+03 
 7.51132000e-01  1.45576083e+00  7.51132000e-01  7.50000000e-01  1.14505511e+03 
 7.51133000e-01  1.45689151e+00  7.51133000e-01  7.50000000e-01  1.11665593e+03 
 7.51134000e-01  1.45799414e+00  7.51134000e-01  7.50000000e-01  1.08891789e+03 
 7.51135000e-01  1.45906935e+00  7.51135000e-01  7.50000000e-01  1.06182777e+03 
 7.51136000e-01  1.46011779e+00  7.51136000e-01  7.50000000e-01  1.03537252e+03 
 7.51137000e-01  1.46114009e+00  7.51137000e-01  7.50000000e-01  1.00953854e+03 
 7.51138000e-01  1.46213687e+00  7.51138000e-01  7.50000000e-01  9.84314526e+02 
 7.51139000e-01  1.46310872e+00  7.51139000e-01  7.50000000e-01  9.59687177e+02 
 7.51140000e-01  1.46405624e+00  7.51140000e-01  7.50000000e-01  9.35643425e+02 
 7.51141000e-01  1.46498001e+00  7.51141000e-01  7.50000000e-01  9.12173011e+02 
 7.51142000e-01  1.46588059e+00  7.51142000e-01  7.50000000e-01  8.89261263e+02 
 7.51143000e-01  1.46675853e+00  7.51143000e-01  7.50000000e-01  8.66898218e+02 
 7.51144000e-01  1.46761439e+00  7.51144000e-01  7.50000000e-01  8.45071520e+02 
 7.51145000e-01  1.46844868e+00  7.51145000e-01  7.50000000e-01  8.23769046e+02 
 7.51146000e-01  1.46926192e+00  7.51146000e-01  7.50000000e-01  8.02981191e+02 
 7.51147000e-01  1.47005464e+00  7.51147000e-01  7.50000000e-01  7.82694471e+02 
 7.51148000e-01  1.47082731e+00  7.51148000e-01  7.50000000e-01  7.62899055e+02 
 7.51149000e-01  1.47158044e+00  7.51149000e-01  7.50000000e-01  7.43585189e+02 
 7.51150000e-01  1.47231448e+00  7.51150000e-01  7.50000000e-01  7.24740611e+02 
 7.51151000e-01  1.47302992e+00  7.51151000e-01  7.50000000e-01  7.06354911e+02 
 7.51152000e-01  1.47372719e+00  7.51152000e-01  7.50000000e-01  6.88418839e+02 
 7.51153000e-01  1.47440676e+00  7.51153000e-01  7.50000000e-01  6.70921792e+02 
 7.51154000e-01  1.47506904e+00  7.51154000e-01  7.50000000e-01  6.53853864e+02 
 7.51155000e-01  1.47571446e+00  7.51155000e-01  7.50000000e-01  6.37205328e+02 
 7.51156000e-01  1.47634345e+00  7.51156000e-01  7.50000000e-01  6.20966191e+02 
 7.51157000e-01  1.47695640e+00  7.51157000e-01  7.50000000e-01  6.05127986e+02 
 7.51158000e-01  1.47755370e+00  7.51158000e-01  7.50000000e-01  5.89681065e+02 
 7.51159000e-01  1.47813576e+00  7.51159000e-01  7.50000000e-01  5.74616409e+02 
 7.51160000e-01  1.47870294e+00  7.51160000e-01  7.50000000e-01  5.59925177e+02 
 7.51161000e-01  1.47925561e+00  7.51161000e-01  7.50000000e-01  5.45598306e+02 
 7.51162000e-01  1.47979413e+00  7.51162000e-01  7.50000000e-01  5.31628092e+02 
 7.51163000e-01  1.48031886e+00  7.51163000e-01  7.50000000e-01  5.18005802e+02 
 7.51164000e-01  1.48083014e+00  7.51164000e-01  7.50000000e-01  5.04723274e+02 
 7.51165000e-01  1.48132831e+00  7.51165000e-01  7.50000000e-01  4.91772510e+02 
 7.51166000e-01  1.48181369e+00  7.51166000e-01  7.50000000e-01  4.79145331e+02 
 7.51167000e-01  1.48228660e+00  7.51167000e-01  7.50000000e-01  4.66834766e+02 
 7.51168000e-01  1.48274736e+00  7.51168000e-01  7.50000000e-01  4.54832947e+02 
 7.51169000e-01  1.48319627e+00  7.51169000e-01  7.50000000e-01  4.43132518e+02 
 7.51170000e-01  1.48363362e+00  7.51170000e-01  7.50000000e-01  4.31725968e+02 
 7.51171000e-01  1.48405972e+00  7.51171000e-01  7.50000000e-01  4.20606880e+02 
 7.51172000e-01  1.48447484e+00  7.51172000e-01  7.50000000e-01  4.09768336e+02 
 7.51173000e-01  1.48487926e+00  7.51173000e-01  7.50000000e-01  3.99202696e+02 
 7.51174000e-01  1.48527324e+00  7.51174000e-01  7.50000000e-01  3.88903967e+02 
 7.51175000e-01  1.48565706e+00  7.51175000e-01  7.50000000e-01  3.78865966e+02 
 7.51176000e-01  1.48603097e+00  7.51176000e-01  7.50000000e-01  3.69082354e+02 
 7.51177000e-01  1.48639523e+00  7.51177000e-01  7.50000000e-01  3.59546149e+02 
 7.51178000e-01  1.48675007e+00  7.51178000e-01  7.50000000e-01  3.50251861e+02 
 7.51179000e-01  1.48709573e+00  7.51179000e-01  7.50000000e-01  3.41194080e+02 
 7.51180000e-01  1.48743246e+00  7.51180000e-01  7.50000000e-01  3.32366268e+02 
 7.51181000e-01  1.48776046e+00  7.51181000e-01  7.50000000e-01  3.23762801e+02 
 7.51182000e-01  1.48807998e+00  7.51182000e-01  7.50000000e-01  3.15378639e+02 
 7.51183000e-01  1.48839122e+00  7.51183000e-01  7.50000000e-01  3.07208150e+02 
 7.51184000e-01  1.48869440e+00  7.51184000e-01  7.50000000e-01  2.99246066e+02 
